,Digitizer,yyyyjjj,Latitude,LatSTD,dates
67,9338,2018339,28.573780555555555,0.0,2018-12-05
72,9338,2018340,28.573791666666665,2.689571768002221e-06,2018-12-06
77,9338,2018341,28.57378611111111,2.6798688264060207e-06,2018-12-07
82,9338,2018342,28.57378611111111,3.552713678800501e-15,2018-12-08
86,9338,2018343,28.57378611111111,2.4290049618225135e-06,2018-12-09
90,9338,2018344,28.5738,6.547285010087388e-06,2018-12-10
94,9338,2018345,28.5738,4.067018898802339e-06,2018-12-11
98,9338,2018346,28.573805555555555,9.211448418793724e-06,2018-12-12
103,9338,2018347,28.573780555555555,1.3771411495012195e-05,2018-12-13
107,9338,2018348,28.573780555555555,1.718417397357865e-05,2018-12-14
111,9338,2018349,28.573780555555555,1.4648608606877081e-05,2018-12-15
115,9338,2018350,28.573780555555555,1.4612849767240952e-05,2018-12-16
119,9338,2018351,28.5738,1.5421452136620187e-05,2018-12-17
123,9338,2018352,28.573797222222222,1.127388487118592e-05,2018-12-18
127,9338,2018353,28.5738,8.962247738825802e-06,2018-12-19
131,9338,2018354,28.5738,6.310609038310107e-06,2018-12-20
135,9338,2018355,28.573808333333332,1.1814553906255582e-05,2018-12-21
139,9338,2018356,28.573808333333332,1.4808999110962603e-05,2018-12-22
143,9338,2018357,28.573808333333332,1.59792070894848e-05,2018-12-23
147,9338,2018358,28.573808333333332,1.5917608336179086e-05,2018-12-24
151,9338,2018359,28.573808333333332,1.5144574449598969e-05,2018-12-25
155,9338,2018360,28.573808333333332,1.5295728466219887e-05,2018-12-26
159,9338,2018361,28.573808333333332,1.5323534395007943e-05,2018-12-27
163,9338,2018362,28.5738,1.4553264294461812e-05,2018-12-28
167,9338,2018363,28.57380277777778,1.4267977525180536e-05,2018-12-29
171,9338,2018364,28.573794444444445,1.323897564700369e-05,2018-12-30
175,9338,2018365,28.573794444444445,1.34886964131484e-05,2018-12-31
179,9338,2019001,28.57380277777778,1.3015154544217772e-05,2019-01-01
183,9338,2019002,28.57380277777778,1.1492437643982063e-05,2019-01-02
187,9338,2019003,28.573805555555555,1.1348162677080613e-05,2019-01-03
191,9338,2019004,28.573805555555555,1.2010715176726593e-05,2019-01-04
195,9338,2019005,28.573808333333332,1.3275220581095624e-05,2019-01-05
199,9338,2019006,28.57380277777778,1.4069167560902735e-05,2019-01-06
203,9338,2019007,28.573797222222222,1.094831495894908e-05,2019-01-07
207,9338,2019008,28.57380277777778,1.1785623983040845e-05,2019-01-08
211,9338,2019009,28.57380277777778,6.357800271951881e-06,2019-01-09
215,9338,2019010,28.57380277777778,8.249766176306505e-06,2019-01-10
218,9338,2019011,28.5738,8.881634634970024e-06,2019-01-11
221,9338,2019012,28.5738,8.262130395966045e-06,2019-01-12
224,9338,2019013,28.573797222222222,8.376952635140219e-06,2019-01-13
228,9338,2019014,28.573797222222222,8.173221947693837e-06,2019-01-14
232,9338,2019015,28.573797222222222,8.467722949691364e-06,2019-01-15
236,9338,2019016,28.573791666666665,8.3727902856935e-06,2019-01-16
240,9338,2019017,28.573791666666665,8.721111414719478e-06,2019-01-17
244,9338,2019018,28.573791666666665,7.662829818729021e-06,2019-01-18
248,9338,2019019,28.573791666666665,1.0152430927222622e-05,2019-01-19
252,9338,2019020,28.573794444444445,1.1373997056432516e-05,2019-01-20
256,9338,2019021,28.573794444444445,1.0049359717552335e-05,2019-01-21
260,9338,2019022,28.573797222222222,9.553926594978222e-06,2019-01-22
264,9338,2019023,28.5738,8.56520823682487e-06,2019-01-23
268,9338,2019024,28.5738,8.061055541229405e-06,2019-01-24
272,9338,2019025,28.5738,6.410074642866868e-06,2019-01-25
276,9338,2019026,28.5738,7.993171100479796e-06,2019-01-26
280,9338,2019027,28.5738,8.426962619705816e-06,2019-01-27
284,9338,2019028,28.5738,8.249880619284206e-06,2019-01-28
288,9338,2019029,28.5738,8.572357934601763e-06,2019-01-29
292,9338,2019030,28.57380277777778,8.53471640613387e-06,2019-01-30
296,9338,2019031,28.57380277777778,8.279763803359009e-06,2019-01-31
300,9338,2019032,28.5738,8.392112457774133e-06,2019-02-01
304,9338,2019033,28.5738,8.50222283675741e-06,2019-02-02
308,9338,2019034,28.5738,8.403639456127646e-06,2019-02-03
312,9338,2019035,28.5738,8.586683791750919e-06,2019-02-04
316,9338,2019036,28.57380277777778,7.649317581716307e-06,2019-02-05
319,9338,2019037,28.57380277777778,7.987284508448013e-06,2019-02-06
322,9338,2019038,28.573805555555555,1.1467536483716205e-05,2019-02-07
325,9338,2019039,28.573805555555555,1.205499715532314e-05,2019-02-08
327,9338,2019040,28.573805555555555,1.158898321639737e-05,2019-02-09
330,9338,2019041,28.573805555555555,1.1048426872419057e-05,2019-02-10
333,9338,2019042,28.573805555555555,1.1195910971815638e-05,2019-02-11
336,9338,2019043,28.57380277777778,1.2058909769142757e-05,2019-02-12
339,9338,2019044,28.573822222222223,1.168857946384848e-05,2019-02-13
344,9338,2019045,28.573822222222223,9.892421623691934e-06,2019-02-14
349,9338,2019046,28.573819444444442,1.0387637083259488e-05,2019-02-15
354,9338,2019047,28.573819444444442,9.678350502663214e-06,2019-02-16
359,9338,2019048,28.573819444444442,9.492109290801737e-06,2019-02-17
364,9338,2019049,28.573819444444442,9.483638960905643e-06,2019-02-18
369,9338,2019050,28.573819444444442,8.432254606902654e-06,2019-02-19
374,9338,2019051,28.573819444444442,8.57266100622318e-06,2019-02-20
378,9338,2019052,28.573819444444442,8.317561755891348e-06,2019-02-21
383,9338,2019053,28.573819444444442,7.90506887162064e-06,2019-02-22
388,9338,2019054,28.573819444444442,6.897207371127771e-06,2019-02-23
393,9338,2019055,28.573819444444442,5.354879825953711e-06,2019-02-24
398,9338,2019056,28.573819444444442,5.314599797341217e-06,2019-02-25
403,9338,2019057,28.573819444444442,6.247159419459658e-06,2019-02-26
408,9338,2019058,28.573819444444442,6.869152508064895e-06,2019-02-27
413,9338,2019059,28.573819444444442,5.5242527836823275e-06,2019-02-28
418,9338,2019060,28.573819444444442,5.805492115456473e-06,2019-03-01
423,9338,2019061,28.573819444444442,8.081208595299146e-06,2019-03-02
428,9338,2019062,28.573819444444442,8.673870567516865e-06,2019-03-03
433,9338,2019063,28.573819444444442,1.0316614547975145e-05,2019-03-04
438,9338,2019064,28.573819444444442,1.0760194400950817e-05,2019-03-05
443,9338,2019065,28.57381388888889,1.0293557269806717e-05,2019-03-06
448,9338,2019066,28.57381388888889,1.059636491617169e-05,2019-03-07
453,9338,2019067,28.573819444444442,1.0796407469787013e-05,2019-03-08
458,9338,2019068,28.573822222222223,1.113682425473107e-05,2019-03-09
463,9338,2019069,28.573825,1.0022916432930598e-05,2019-03-10
468,9338,2019070,28.573827777777776,3.488815199182952e-06,2019-03-11
473,9338,2019071,28.573827777777776,2.51370255908873e-06,2019-03-12
478,9338,2019072,28.573827777777776,3.291707229172498e-06,2019-03-13
483,9338,2019073,28.573827777777776,3.3134121225376843e-06,2019-03-14
488,9338,2019074,28.573827777777776,1.7553603538656878e-06,2019-03-15
493,9338,2019075,28.573827777777776,2.1318977939038276e-06,2019-03-16
498,9338,2019076,28.573827777777776,8.045769327969524e-06,2019-03-17
503,9338,2019077,28.573825,8.236862523354307e-06,2019-03-18
508,9338,2019078,28.573825,7.957080710296287e-06,2019-03-19
513,9338,2019079,28.573825,8.283296285400536e-06,2019-03-20
518,9338,2019080,28.573827777777776,7.467237281945652e-06,2019-03-21
523,9338,2019081,28.573827777777776,8.035100707489872e-06,2019-03-22
528,9338,2019082,28.573827777777776,8.953578032604682e-06,2019-03-23
533,9338,2019083,28.573827777777776,9.687131406442589e-06,2019-03-24
538,9338,2019084,28.573827777777776,9.759046069311022e-06,2019-03-25
543,9338,2019085,28.573827777777776,9.477124183168056e-06,2019-03-26
