,filetime,Fs,Unnamed: 0,Unnamed: 0.1,bandratio_[0.8_4.0_16.0],bandratio_[1.0_6.0_11.0],bw_max,bw_min,calib,cft_peak_wmean,cft_std_wmean,coincidence_sum,day,detection_quality,energy,hour,kurtosis,medianF,minute,month,noise_level,num_gaps,num_traces,offtime,ontime,path,peakA,peakF,peakamp,peaktime,percent_availability,quality,sample_lower_quartile,sample_max,sample_mean,sample_median,sample_min,sample_rms,sample_stdev,sample_upper_quartile,second,sfile,signal_level,skewness,snr,subclass,trigger_duration,year,D,R,r,e,l,h,t,new_subclass,weight,checked,split,delete,ignore
26690,1997-07-01T01:55:33.040000Z,75.19,55665.0,26558.0,-0.360680172222,-1.8063657750599997,3.5,0.8,1.0,5.08965850868,0.8761394269939999,6.0,1,26.7555029364,1.8153815063800003e-11,1,1.69,6.0,55,7,9.769304043299999e-07,0.0,10,1997-07-01T01:56:15.545652Z,1997-07-01T01:55:42.509344Z,./WAV/MVOE_/1997/07/9707-01-0155-33S.MVO_18_1,1.78144892499e-07,2.2,2.52330829175e-06,58.45,100.0,5.02,-2.34648442487e-07,2.38962980068e-06,-3.4600876246399997e-09,9.174001017110001e-10,-2.52330829175e-06,4.54770230804e-07,4.54757067696e-07,2.3040254937800003e-07,33.04,01-0155-33L.S199707,2.52330829175e-06,0.0,2.5828946264400003,r,33.0363080502,1997,0,0,100,0,0,0,0,r,3,False,False,False,False
26691,1997-07-01T02:01:17.040000Z,75.19,55666.0,26559.0,0.7113422650329999,-0.931172864373,6.0,0.3,1.0,,,,1,,1.07496151724e-11,2,0.82,7.3,1,7,6.80870823226e-07,0.0,10,,,./WAV/MVOE_/1997/07/9707-01-0201-17S.MVO_18_1,8.29337360527e-08,0.7,1.33049699855e-06,25.0,100.0,4.91,-1.8595611635799998e-07,1.32533316378e-06,1.11082018155e-08,1.4602149969600001e-08,-1.33049699855e-06,3.2504671656399997e-07,3.24856854325e-07,2.1202165938499998e-07,17.04,01-0201-17L.S199707,1.33049699855e-06,-0.08,1.95411075518,r,,1997,0,0,100,0,0,0,0,r,3,False,False,False,False
26692,1997-07-01T02:22:08.040000Z,75.19,55667.0,26560.0,-1.1439888704899999,-2.1759371002,2.3,1.0,1.0,11.0713701551,2.5798379473199997,10.0,1,285.62340855,4.58499117696e-09,2,18.35,4.3,22,7,1.82193872307e-05,0.0,10,1997-07-01T02:22:38.283383Z,1997-07-01T02:22:19.304796Z,./WAV/MVOE_/1997/07/9707-01-0222-08S.MVO_18_1,1.3622960939e-06,1.5,6.58758156245e-05,14.16,100.0,4.45,-3.41833332957e-07,6.58758156245e-05,-5.6161775471900004e-09,3.06991339046e-09,-4.962584342399999e-05,6.64816811664e-06,6.64816574445e-06,3.8256406281e-07,8.04,01-0222-08L.S199707,6.58758156245e-05,0.32,3.6156987493800004,h,18.9785875082,1997,0,0,0,0,0,100,0,h,3,False,False,False,False
26693,1997-07-01T04:20:48.040000Z,75.19,55668.0,26561.0,-0.434888550767,-1.51672532878,2.4,0.0,1.0,6.95892747214,1.3852946473299999,8.0,1,77.1213198266,3.4613580144199995e-12,4,1.91,6.7,20,7,5.98871204241e-07,0.0,10,1997-07-01T04:21:15.769751Z,1997-07-01T04:20:57.429546Z,./WAV/MVOE_/1997/07/9707-01-0420-48S.MVO_18_1,1.26293107209e-07,1.0,1.41245593895e-06,11.89,100.0,4.76,-1.55509883687e-07,1.41245593895e-06,1.46085242996e-08,3.66209253501e-08,-1.3597531843799998e-06,2.90924799103e-07,2.90557790725e-07,1.92604558636e-07,48.04,01-0420-48L.S199707,1.41245593895e-06,-0.33,2.35853039677,h,18.3402048349,1997,0,0,0,0,0,100,0,h,3,False,False,False,False
26694,1997-07-01T05:38:24.040000Z,75.19,55669.0,26562.0,-0.410124934308,-1.9298358062599998,3.2,0.3,1.0,5.52003271363,1.0503863926600001,10.0,1,57.981672494099996,1.4905556973e-11,5,3.61,5.8,38,7,1.30949839674e-06,0.0,10,1997-07-01T05:39:10.721740Z,1997-07-01T05:38:28.043192Z,./WAV/MVOE_/1997/07/9707-01-0538-24S.MVO_18_1,1.7915061415899999e-07,1.8,2.4979924538e-06,19.83,100.0,4.99,-1.2923965133299998e-07,2.4979924538e-06,8.864810240499999e-08,8.99542644972e-08,-2.33630120726e-06,4.990544011310001e-07,4.91117917845e-07,3.10080180577e-07,24.04,01-0538-24L.S199707,2.4979924538e-06,-0.07,1.90759489283,h,42.67854774,1997,0,0,0,0,0,100,0,h,3,False,False,False,False
26695,1997-07-01T06:07:08.040000Z,75.19,55670.0,26563.0,-1.00776762941,-1.8407897466299998,2.4,0.0,1.0,5.65000086778,1.16106928433,9.0,1,59.0403821762,5.60912059992e-12,6,3.12,5.8,7,7,1.05220243752e-06,0.0,10,1997-07-01T06:07:48.191616Z,1997-07-01T06:07:11.817098Z,./WAV/MVOE_/1997/07/9707-01-0607-08S.MVO_18_1,1.7088107015599999e-07,1.3,1.74401480468e-06,15.29,100.0,4.83,-2.37550914273e-07,1.63569273944e-06,-5.6637061337400006e-08,-6.09236119464e-08,-1.74401480468e-06,3.74944341606e-07,3.70642014059e-07,1.22597695978e-07,8.04,01-0607-08L.S199707,1.74401480468e-06,-0.04,1.65748979711,h,36.3745177984,1997,0,0,0,0,0,100,0,h,3,False,False,False,False
26696,1997-07-01T07:42:56.040000Z,75.19,55671.0,26564.0,-0.303826876381,-1.46107917238,2.2,0.0,1.0,5.29581459111,1.0845379497799998,6.0,1,34.4610713944,1.9352026380000004e-12,7,0.94,6.3,42,7,5.0246759768e-07,0.0,10,1997-07-01T07:43:34.928150Z,1997-07-01T07:42:59.697401Z,./WAV/MVOE_/1997/07/9707-01-0742-56S.MVO_18_1,9.715596187060002e-08,0.6,9.999772499360001e-07,9.38,100.0,4.58,-2.55591898641e-07,6.87471277656e-07,-1.25602667532e-07,-1.35093951208e-07,-9.999772499360001e-07,2.3887636177800004e-07,2.0318928644200002e-07,6.07039912636e-09,56.04,01-0742-56L.S199707,9.999772499360001e-07,0.19,1.9901328056799998,h,35.2307488918,1997,0,0,0,0,0,100,0,h,3,False,False,False,False
26697,1997-07-01T07:56:37.040000Z,75.19,55672.0,26565.0,0.12006677094000001,-0.887742135106,2.2,0.0,1.0,5.49623098787,1.15837329405,8.0,1,50.9334975545,3.17749736334e-12,7,2.87,6.4,56,7,5.763765223659999e-07,0.0,10,1997-07-01T07:57:07.256784Z,1997-07-01T07:56:40.005820Z,./WAV/MVOE_/1997/07/9707-01-0756-37S.MVO_18_1,1.20976613926e-07,0.9,1.79495224513e-06,13.1,100.0,4.74,-1.8850185506500002e-07,1.79495224513e-06,-2.7513577670700002e-08,-2.65816296025e-08,-1.7675250122700001e-06,2.9342096976100003e-07,2.92128171423e-07,1.29485037576e-07,37.04,01-0756-37L.S199707,1.79495224513e-06,-0.05,3.11420083136,h,27.250964164699997,1997,0,0,0,0,0,100,0,h,3,False,False,False,False
26698,1997-07-01T07:58:55.040000Z,75.19,55673.0,26566.0,0.058433589201999994,-1.15690336178,3.1,0.1,1.0,6.368243302490001,1.34675598461,9.0,1,77.1882280116,7.742332005639998e-12,7,4.31,6.6,58,7,8.33460808859e-07,0.0,10,1997-07-01T07:59:23.793824Z,1997-07-01T07:58:55.292693Z,./WAV/MVOE_/1997/07/9707-01-0758-55S.MVO_18_1,1.21442964613e-07,1.8,2.18963888295e-06,12.67,100.0,4.9,-1.43352536137e-07,1.97735771638e-06,8.91308315927e-09,8.89885899742e-09,-2.18963888295e-06,3.72298505268e-07,3.72191797295e-07,1.64384378234e-07,55.04,01-0758-55L.S199707,2.18963888295e-06,0.02,2.6271647804900002,h,28.5011304617,1997,0,0,0,0,0,100,0,h,3,False,False,False,False
26699,1997-07-01T08:02:16.040000Z,75.19,55674.0,26567.0,0.174011185218,-1.10380097844,2.0,0.0,1.0,5.90562657989,1.3172707341299998,7.0,1,54.4551634226,2.1286632122299996e-12,8,3.37,7.0,2,7,4.79092066904e-07,0.0,10,1997-07-01T08:02:42.506285Z,1997-07-01T08:02:26.387121Z,./WAV/MVOE_/1997/07/9707-01-0802-16S.MVO_18_1,9.08402827781e-08,0.7,1.4858845678399999e-06,11.5,100.0,4.68,-1.24000046807e-07,1.1912452396299998e-06,1.66978891319e-08,2.42484316857e-08,-1.4858845678399999e-06,2.43473465683e-07,2.42900203768e-07,1.4937267875e-07,16.04,01-0802-16L.S199707,1.4858845678399999e-06,0.04,3.10145934463,h,16.1191648245,1997,0,0,0,0,0,100,0,h,3,False,False,False,False
