,filetime,Fs,Unnamed: 0,Unnamed: 0.1,bandratio_[0.8_4.0_16.0],bandratio_[1.0_6.0_11.0],bw_max,bw_min,calib,cft_peak_wmean,cft_std_wmean,coincidence_sum,day,detection_quality,energy,hour,kurtosis,medianF,minute,month,noise_level,num_gaps,num_traces,offtime,ontime,path,peakA,peakF,peakamp,peaktime,percent_availability,quality,sample_lower_quartile,sample_max,sample_mean,sample_median,sample_min,sample_rms,sample_stdev,sample_upper_quartile,second,sfile,signal_level,skewness,snr,subclass,trigger_duration,year,D,R,r,e,l,h,t,new_subclass,weight,checked,split,delete,ignore
215197,2008-04-07T02:58:01.000000Z,100.0,396192.0,4721.0,0.194249123965,-0.9948672236130001,2.2,0.05,1.0,7.431297390189999,1.8556933908400002,19.0,7,262.013979595,4.72647924288e-12,2,2.365,10.15,58,4,5.68138709175e-07,0.0,31,2008-04-07T02:59:09.990000Z,2008-04-07T02:58:17.930000Z,./WAV/MVOE_/2008/04/2008-04-07-0258-01S.MVO___031,8.657001974400001e-08,1.0,1.77082017315e-06,20.185,100.0,5.13,-1.56805536915e-07,1.3898072520299999e-06,-1.78345224802e-09,-1.39266404487e-09,-1.76000041628e-06,2.71604761001e-07,2.71597804457e-07,1.4841075296e-07,1.0,07-0258-01L.S200804,1.77082017315e-06,0.075,3.1785032421099997,t,52.060000181199996,2008,0,0,0,0,0,0,100,t,3,False,False,False,False
215198,2008-04-07T02:58:01.000000Z,100.0,,,0.194249123965,-0.9948672236130001,2.2,0.05,1.0,7.431297390189999,1.8556933908400002,19.0,7,262.013979595,4.72647924288e-12,2,2.365,10.15,58,4,5.68138709175e-07,0.0,31,2008-04-07T02:59:09.990000Z,2008-04-07T02:58:17.930000Z,./WAV/MVOE_/2008/04/2008-04-07-0258-01S.MVO___031,8.657001974400001e-08,1.0,1.77082017315e-06,20.185,100.0,5.13,-1.56805536915e-07,1.3898072520299999e-06,-1.78345224802e-09,-1.39266404487e-09,-1.76000041628e-06,2.71604761001e-07,2.71597804457e-07,1.4841075296e-07,1.0,07-0258-01L.S200804,1.77082017315e-06,0.075,3.1785032421099997,t,52.060000181199996,2008,0,0,0,0,0,0,100,t,3,False,False,False,False
215199,2008-04-07T02:58:01.000000Z,100.0,,,0.194249123965,-0.9948672236130001,2.2,0.05,1.0,7.431297390189999,1.8556933908400002,19.0,7,262.013979595,4.72647924288e-12,2,2.365,10.15,58,4,5.68138709175e-07,0.0,31,2008-04-07T02:59:09.990000Z,2008-04-07T02:58:17.930000Z,./WAV/MVOE_/2008/04/2008-04-07-0258-01S.MVO___031,8.657001974400001e-08,1.0,1.77082017315e-06,20.185,100.0,5.13,-1.56805536915e-07,1.3898072520299999e-06,-1.78345224802e-09,-1.39266404487e-09,-1.76000041628e-06,2.71604761001e-07,2.71597804457e-07,1.4841075296e-07,1.0,07-0258-01L.S200804,1.77082017315e-06,0.075,3.1785032421099997,t,52.060000181199996,2008,0,0,0,0,0,0,100,t,3,False,False,False,False
215200,2008-04-07T15:55:44.000000Z,100.0,,,0.36984144627300003,-1.05909234443,2.75,0.15,1.0,6.62541198365,1.41908471962,23.0,7,216.246480865,5.9615934311899995e-12,15,7.915,8.5,55,4,7.71821378993e-07,0.0,31,2008-04-07T15:56:51.990000Z,2008-04-07T15:55:53.290000Z,./WAV/MVOE_/2008/04/2008-04-07-1555-44S.MVO___031,8.31143143267e-08,1.0,2.28526100245e-06,19.93,100.0,5.07,-1.41327538854e-07,1.9071713831e-06,-1.02888537201e-09,-2.36068930036e-09,-2.28526100245e-06,3.07426280961e-07,3.07415695985e-07,1.36471560724e-07,44.0,07-1555-44L.S200804,2.28526100245e-06,-0.035,3.0571034286799996,t,58.7000000477,2008,0,0,0,0,0,0,100,t,3,False,False,False,False
215201,2008-04-07T15:55:44.000000Z,100.0,,,0.36984144627300003,-1.05909234443,2.75,0.15,1.0,6.62541198365,1.41908471962,23.0,7,216.246480865,5.9615934311899995e-12,15,7.915,8.5,55,4,7.71821378993e-07,0.0,31,2008-04-07T15:56:51.990000Z,2008-04-07T15:55:53.290000Z,./WAV/MVOE_/2008/04/2008-04-07-1555-44S.MVO___031,8.31143143267e-08,1.0,2.28526100245e-06,19.93,100.0,5.07,-1.41327538854e-07,1.9071713831e-06,-1.02888537201e-09,-2.36068930036e-09,-2.28526100245e-06,3.07426280961e-07,3.07415695985e-07,1.36471560724e-07,44.0,07-1555-44L.S200804,2.28526100245e-06,-0.035,3.0571034286799996,t,58.7000000477,2008,0,0,0,0,0,0,100,t,3,False,False,False,False
215202,2008-04-07T15:55:44.000000Z,100.0,,,0.36984144627300003,-1.05909234443,2.75,0.15,1.0,6.62541198365,1.41908471962,23.0,7,216.246480865,5.9615934311899995e-12,15,7.915,8.5,55,4,7.71821378993e-07,0.0,31,2008-04-07T15:56:51.990000Z,2008-04-07T15:55:53.290000Z,./WAV/MVOE_/2008/04/2008-04-07-1555-44S.MVO___031,8.31143143267e-08,1.0,2.28526100245e-06,19.93,100.0,5.07,-1.41327538854e-07,1.9071713831e-06,-1.02888537201e-09,-2.36068930036e-09,-2.28526100245e-06,3.07426280961e-07,3.07415695985e-07,1.36471560724e-07,44.0,07-1933-21L.S200804,2.28526100245e-06,-0.035,3.0571034286799996,t,58.7000000477,2008,0,0,0,0,0,0,100,t,3,False,False,False,False
215203,2008-04-07T15:55:44.000000Z,100.0,396193.0,4722.0,0.36984144627300003,-1.05909234443,2.75,0.15,1.0,6.62541198365,1.41908471962,23.0,7,216.246480865,5.9615934311899995e-12,15,7.915,8.5,55,4,7.71821378993e-07,0.0,31,2008-04-07T15:56:51.990000Z,2008-04-07T15:55:53.290000Z,./WAV/MVOE_/2008/04/2008-04-07-1555-44S.MVO___031,8.31143143267e-08,1.0,2.28526100245e-06,19.93,100.0,5.07,-1.41327538854e-07,1.9071713831e-06,-1.02888537201e-09,-2.36068930036e-09,-2.28526100245e-06,3.07426280961e-07,3.07415695985e-07,1.36471560724e-07,44.0,07-1555-44L.S200804,2.28526100245e-06,-0.035,3.0571034286799996,t,58.7000000477,2008,0,0,0,0,0,0,100,t,3,False,False,False,False
215204,2008-04-07T15:55:44.000000Z,100.0,,,0.36984144627300003,-1.05909234443,2.75,0.15,1.0,6.62541198365,1.41908471962,23.0,7,216.246480865,5.9615934311899995e-12,15,7.915,8.5,55,4,7.71821378993e-07,0.0,31,2008-04-07T15:56:51.990000Z,2008-04-07T15:55:53.290000Z,./WAV/MVOE_/2008/04/2008-04-07-1555-44S.MVO___031,8.31143143267e-08,1.0,2.28526100245e-06,19.93,100.0,5.07,-1.41327538854e-07,1.9071713831e-06,-1.02888537201e-09,-2.36068930036e-09,-2.28526100245e-06,3.07426280961e-07,3.07415695985e-07,1.36471560724e-07,44.0,07-1933-21L.S200804,2.28526100245e-06,-0.035,3.0571034286799996,t,58.7000000477,2008,0,0,0,0,0,0,100,t,3,False,False,False,False
215205,2008-04-10T17:04:03.000000Z,100.0,,,0.85572620582,-0.421890136871,2.6,0.55,1.0,7.9691897127999995,1.7837324251299997,22.0,10,312.72784604099996,1.09077048277e-11,17,22.865,8.85,4,4,8.402851117939999e-07,0.0,28,2008-04-10T17:05:13.990000Z,2008-04-10T17:04:21.700000Z,./WAV/MVOE_/2008/04/2008-04-10-1704-03S.MVO___031,6.58328620819e-08,1.35,3.89624493344e-06,21.095,100.0,4.995,-9.655424044960001e-08,3.7702301446300002e-06,-3.23362578884e-10,-4.779056275769999e-10,-3.6882321789999996e-06,3.92545485752e-07,3.92543299925e-07,9.65432919809e-08,3.0,10-1704-03L.S200804,3.89624493344e-06,-0.2,4.9963398133,t,52.289999961899994,2008,0,0,0,0,0,0,100,t,3,False,False,False,False
215206,2008-04-10T17:04:03.000000Z,100.0,,,0.85572620582,-0.421890136871,2.6,0.55,1.0,7.9691897127999995,1.7837324251299997,22.0,10,312.72784604099996,1.09077048277e-11,17,22.865,8.85,4,4,8.402851117939999e-07,0.0,28,2008-04-10T17:05:13.990000Z,2008-04-10T17:04:21.700000Z,./WAV/MVOE_/2008/04/2008-04-10-1704-03S.MVO___031,6.58328620819e-08,1.35,3.89624493344e-06,21.095,100.0,4.995,-9.655424044960001e-08,3.7702301446300002e-06,-3.23362578884e-10,-4.779056275769999e-10,-3.6882321789999996e-06,3.92545485752e-07,3.92543299925e-07,9.65432919809e-08,3.0,10-1704-03L.S200804,3.89624493344e-06,-0.2,4.9963398133,t,52.289999961899994,2008,0,0,0,0,0,0,100,t,3,False,False,False,False
