,filename,starttime,endtime,hours,npts,nRECS,Fs,numValidTimes,numTimeSkips,passed
954,20221202.100hz.100hz_Sensors_100Hz86.pkl,2022-08-27 12:00:00.010000,2022-08-27 16:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
955,20221202.100hz.100hz_Sensors_100Hz87.pkl,2022-08-27 16:00:00.010000,2022-08-27 20:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
956,20221202.100hz.100hz_Sensors_100Hz88.pkl,2022-08-27 20:00:00.010000,2022-08-27 21:39:02.910000,1.65,594291,594291,100.000095368,594291,0.0,True
957,20221202.100hz.100hz_Sensors_100Hz89.pkl,2022-08-27 21:39:02.920000,2022-08-28 12:00:00.000000,14.35,1138210,1138202,100.000095368,1138202,1.0,False
958,20221202.100hz.100hz_Sensors_100Hz90.pkl,2022-08-28 12:00:00.010000,2022-08-28 16:00:00.000000,4.0,1439901,1439901,100.000095368,1439901,1.0,False
959,20221202.100hz.100hz_Sensors_100Hz91.pkl,2056-06-09 04:36:21.260900,2022-08-28 20:00:00.000000,15.39,1439902,1439901,100.000095368,1439901,1.0,False
960,20221202.100hz.100hz_Sensors_100Hz92.pkl,2022-08-28 20:00:00.010000,2022-08-29 00:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
961,20221202.100hz.100hz_Sensors_100Hz93.pkl,2056-06-11 11:13:13.710800,2022-08-29 04:00:00.000000,16.78,1440001,1440000,100.000095368,1440000,0.0,False
962,20221202.100hz.100hz_Sensors_100Hz94.pkl,2022-08-29 04:00:00.010000,2022-08-29 08:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
963,20221202.100hz.100hz_Sensors_100Hz95.pkl,2022-08-29 08:00:00.010000,2022-08-29 12:00:00.000000,4.0,1439902,1439902,100.000095368,1439902,2.0,False
964,20221202.100hz.100hz_Sensors_100Hz96.pkl,2022-08-29 12:00:00.010000,2022-08-29 16:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
965,20221202.100hz.100hz_Sensors_100Hz97.pkl,2022-08-29 16:00:00.010000,2022-08-29 20:00:00.000000,4.0,1439802,1439802,100.000095368,1439802,2.0,False
966,20221202.100hz.100hz_Sensors_100Hz98.pkl,2056-06-17 12:51:32.727500,2022-08-30 00:00:00.000000,11.14,1440001,1440000,100.000095368,1440000,0.0,False
967,20221202.100hz.100hz_Sensors_100Hz99.pkl,2022-08-30 00:00:00.010000,2022-08-30 04:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
968,20221202.Baro.100hz_Baro_Sensors216.pkl,2022-08-26 08:26:05.930000,2022-08-26 12:00:00.000000,3.56,1283408,1283408,100.000095368,1283408,0.0,True
969,20221202.Baro.100hz_Baro_Sensors217.pkl,2022-08-26 12:00:00.010000,2022-08-26 16:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
970,20221202.Baro.100hz_Baro_Sensors218.pkl,2022-08-26 16:00:00.010000,2022-08-26 20:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
971,20221202.Baro.100hz_Baro_Sensors219.pkl,2022-08-26 20:00:00.010000,2022-08-27 00:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
972,20221202.Baro.100hz_Baro_Sensors220.pkl,2093-11-18 08:50:35.281700,2022-08-27 03:49:34.720000,18.98,1377473,1377472,100.000095368,1377472,0.0,False
973,20221202.Baro.100hz_Baro_Sensors221.pkl,2083-10-13 23:24:33.092900,2022-08-27 12:00:00.000000,12.59,1249840,1249814,100.000095368,1249814,0.0,False
974,20221202.Baro.100hz_Baro_Sensors222.pkl,2022-08-27 12:00:00.010000,2022-08-27 16:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
975,20221202.Baro.100hz_Baro_Sensors223.pkl,2022-08-27 16:00:00.010000,2022-08-27 20:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
976,20221202.Baro.100hz_Baro_Sensors224.pkl,2022-08-27 20:00:00.010000,2022-08-27 21:39:02.820000,1.65,594282,594282,100.000095368,594282,0.0,True
977,20221202.Baro.100hz_Baro_Sensors225.pkl,2022-08-27 21:39:03.050000,2022-08-28 12:00:00.000000,14.35,1138590,1138559,100.000095368,1138559,0.0,False
978,20221202.Baro.100hz_Baro_Sensors226.pkl,2022-08-28 12:00:00.010000,2022-08-28 16:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
979,20221202.Baro.100hz_Baro_Sensors227.pkl,2022-08-28 16:00:00.010000,2022-08-28 20:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
980,20221202.Baro.100hz_Baro_Sensors228.pkl,2022-08-28 20:00:00.010000,2022-08-29 00:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
981,20221202.Baro.100hz_Baro_Sensors229.pkl,2022-08-29 00:00:00.010000,2022-08-29 04:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
982,20221202.Baro.100hz_Baro_Sensors230.pkl,2096-07-16 17:53:57.444900,2022-08-29 08:00:00.000000,14.1,1440001,1440000,100.000095368,1440000,0.0,False
983,20221202.Baro.100hz_Baro_Sensors231.pkl,2077-05-27 12:48:02.168100,2022-08-29 12:00:00.000000,23.2,1440001,1440000,100.000095368,1440000,0.0,False
984,20221202.Baro.100hz_Baro_Sensors232.pkl,2022-08-29 12:00:00.010000,2022-08-29 16:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
985,20221202.Baro.100hz_Baro_Sensors233.pkl,2113-07-19 13:20:08.030500,2022-08-29 20:00:00.000000,6.66,1440001,1440000,100.000095368,1440000,0.0,False
986,20221202.Baro.100hz_Baro_Sensors234.pkl,2022-08-29 20:00:00.010000,2022-08-30 00:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
987,20221202.Baro.100hz_Baro_Sensors235.pkl,2022-08-30 00:00:00.010000,2022-08-30 04:00:00.000000,4.0,1439996,1439996,100.000095368,1439996,2.0,False
988,20221202.Baro.100hz_Baro_Sensors236.pkl,2091-10-05 13:16:28.356900,2022-08-30 08:00:00.000000,18.73,1439997,1439996,100.000095368,1439996,2.0,False
989,20221202.Baro.100hz_Baro_Sensors237.pkl,2089-02-06 05:52:11.256100,2022-08-30 12:00:00.000000,6.13,1440001,1440000,100.000095368,1440000,0.0,False
990,20221202.Baro.100hz_Baro_Sensors238.pkl,2115-09-07 04:39:39.870500,2022-08-30 16:00:00.000000,11.34,1439985,1439984,100.000095368,1439984,3.0,False
991,20221202.Baro.100hz_Baro_Sensors239.pkl,2118-11-12 03:30:58.193700,2022-08-30 20:00:00.000000,16.48,1440010,1440009,100.000095368,1440009,1.0,False
992,20221202.Baro.100hz_Baro_Sensors240.pkl,2022-08-30 20:00:00.010000,2022-08-31 00:00:00.000000,4.0,1439988,1439988,100.000095368,1439988,1.0,False
993,20221202.Baro.100hz_Baro_Sensors241.pkl,2022-08-31 00:00:00.010000,2022-08-31 04:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
994,20221202.Baro.100hz_Baro_Sensors242.pkl,2022-08-31 04:00:00.010000,2022-08-31 08:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
995,20221202.Baro.100hz_Baro_Sensors243.pkl,2022-08-31 08:00:00.010000,2022-08-31 12:00:00.000000,4.0,1439996,1439996,100.000095368,1439996,2.0,False
996,20221202.Baro.100hz_Baro_Sensors244.pkl,2022-08-31 12:00:00.010000,2022-08-31 16:00:00.000000,4.0,1439997,1439997,100.000095368,1439997,2.0,False
997,20221202.Baro.100hz_Baro_Sensors245.pkl,2022-08-31 16:00:00.010000,2022-08-31 20:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
998,20221202.Baro.100hz_Baro_Sensors246.pkl,2106-02-11 22:44:33.067400,2022-09-01 00:00:00.000000,1.26,1440001,352088665,100.000095368,1440001,1.0,False
999,20221202.Baro.100hz_Baro_Sensors247.pkl,2022-09-01 00:00:00.010000,2022-09-01 04:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1000,20221202.Baro.100hz_Baro_Sensors248.pkl,2022-09-01 04:00:00.010000,2022-09-01 08:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1001,20221202.Baro.100hz_Baro_Sensors249.pkl,2090-09-11 12:08:40.286600,2022-09-01 12:00:00.000000,23.86,1440001,1440000,100.000095368,1440000,0.0,False
1002,20221202.Baro.100hz_Baro_Sensors250.pkl,2022-09-01 12:00:00.010000,2022-09-01 16:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1003,20221202.Baro.100hz_Baro_Sensors251.pkl,2022-09-01 16:00:00.010000,2022-09-01 20:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1004,20221202.Baro.100hz_Baro_Sensors252.pkl,2114-01-29 22:02:53.355400,2022-09-02 00:00:00.000000,1.95,1440001,360728665,100.000095368,1440001,1.0,False
1005,20221202.Baro.100hz_Baro_Sensors253.pkl,2022-09-02 00:00:00.010000,2022-09-02 04:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1006,20221202.Baro.100hz_Baro_Sensors254.pkl,2022-09-02 04:00:00.010000,2022-09-02 08:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1007,20221202.Baro.100hz_Baro_Sensors255.pkl,2022-09-02 08:00:00.010000,2022-09-02 12:00:00.000000,4.0,1439997,1439997,100.000095368,1439997,2.0,False
1008,20221202.Baro.100hz_Baro_Sensors256.pkl,2022-09-02 12:00:00.010000,2022-09-02 16:00:00.000000,4.0,1439996,1439996,100.000095368,1439996,2.0,False
1009,20221202.Baro.100hz_Baro_Sensors257.pkl,2022-09-02 16:00:00.010000,2022-09-02 20:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1010,20221202.Baro.100hz_Baro_Sensors258.pkl,2099-09-26 06:55:00.190600,2022-09-03 00:00:00.000000,17.08,1440001,1440000,100.000095368,1440000,0.0,False
1011,20221202.Baro.100hz_Baro_Sensors259.pkl,1992-05-01 18:38:36.612900,2022-09-03 04:00:00.000000,9.36,1440001,1440000,100.000095368,1440000,0.0,False
1012,20221202.Baro.100hz_Baro_Sensors260.pkl,2022-09-03 04:00:00.010000,2022-09-03 08:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1013,20221202.Baro.100hz_Baro_Sensors261.pkl,2022-09-03 08:00:00.010000,2022-09-03 12:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1014,20221202.Baro.100hz_Baro_Sensors262.pkl,2022-09-03 12:00:00.010000,2022-09-03 16:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1015,20221202.Baro.100hz_Baro_Sensors263.pkl,2072-01-31 20:29:25.393700,2022-09-03 20:00:00.000000,23.51,1440001,1440000,100.000095368,1440000,0.0,False
1016,20221202.Baro.100hz_Baro_Sensors264.pkl,2022-09-03 20:00:00.010000,2022-09-04 00:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1017,20221202.Baro.100hz_Baro_Sensors265.pkl,2022-09-04 00:00:00.010000,2022-09-04 04:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1018,20221202.Baro.100hz_Baro_Sensors266.pkl,2108-10-05 14:09:30.565000,2022-09-04 08:00:00.000000,17.84,1440001,1440000,100.000095368,1440000,0.0,False
1019,20221202.Baro.100hz_Baro_Sensors267.pkl,2022-09-04 08:00:00.010000,2022-09-04 12:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1020,20221202.Baro.100hz_Baro_Sensors268.pkl,2022-09-04 12:00:00.010000,2022-09-04 16:00:00.000000,4.0,1439988,1439988,100.000095368,1439988,1.0,False
1021,20221202.Baro.100hz_Baro_Sensors269.pkl,2022-09-04 16:00:00.010000,2022-09-04 20:00:00.000000,4.0,1440009,1440009,100.000095368,1440009,1.0,False
1022,20221202.Baro.100hz_Baro_Sensors270.pkl,2018-05-21 07:15:11.864100,2022-09-05 00:00:00.000000,16.75,1439989,1439988,100.000095368,1439988,1.0,False
1023,20221202.Baro.100hz_Baro_Sensors271.pkl,2022-09-05 00:00:00.010000,2022-09-05 04:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1024,20221202.Baro.100hz_Baro_Sensors272.pkl,2022-09-05 04:00:00.010000,2022-09-05 08:00:00.000000,4.0,1440008,1440008,100.000095368,1440008,1.0,False
1025,20221202.Baro.100hz_Baro_Sensors273.pkl,2022-09-05 08:00:00.010000,2022-09-05 12:00:00.000000,4.0,1439988,1439988,100.000095368,1439988,1.0,False
1026,20221202.Baro.100hz_Baro_Sensors274.pkl,2023-03-04 15:32:09.080200,2022-09-05 16:00:00.000000,0.46,1440001,392473406,100.000095368,1440001,1.0,False
1027,20221202.Baro.100hz_Baro_Sensors275.pkl,2022-09-05 16:00:00.010000,2022-09-05 20:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1028,20221202.Baro.100hz_Baro_Sensors276.pkl,2022-09-05 20:00:00.010000,2022-09-06 00:00:00.000000,4.0,1439997,1439997,100.000095368,1439997,2.0,False
1029,20221202.Baro.100hz_Baro_Sensors277.pkl,2022-09-06 00:00:00.010000,2022-09-06 04:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1030,20221202.Baro.100hz_Baro_Sensors278.pkl,2022-09-06 04:00:00.010000,2022-09-06 08:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1031,20221202.Baro.100hz_Baro_Sensors279.pkl,2022-09-06 08:00:00.010000,2022-09-06 12:00:00.000000,4.0,1439994,1439994,100.000095368,1439994,4.0,False
1032,20221202.Baro.100hz_Baro_Sensors280.pkl,1996-01-22 01:07:49.188900,2022-09-06 16:00:00.000000,14.87,1440001,1440000,100.000095368,1440000,0.0,False
1033,20221202.Baro.100hz_Baro_Sensors281.pkl,2022-09-06 16:00:00.010000,2022-09-06 20:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1034,20221202.Baro.100hz_Baro_Sensors282.pkl,2022-09-06 20:00:00.010000,2022-09-07 00:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1035,20221202.Baro.100hz_Baro_Sensors283.pkl,2022-09-07 00:00:00.010000,2022-09-07 04:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1036,20221202.Baro.100hz_Baro_Sensors284.pkl,2125-10-10 06:14:35.230500,2022-09-07 08:00:00.000000,1.76,1440001,406810166,100.000095368,1440001,1.0,False
1037,20221202.Baro.100hz_Baro_Sensors285.pkl,2124-09-16 22:29:57.163400,2022-09-07 12:00:00.000000,13.5,1440001,1440000,100.000095368,1440000,0.0,False
1038,20221202.Baro.100hz_Baro_Sensors286.pkl,2096-07-16 05:42:40.734500,2022-09-07 16:00:00.000000,10.29,1440001,1440000,100.000095368,1440000,0.0,False
1039,20221202.Baro.100hz_Baro_Sensors287.pkl,2081-02-14 03:02:05.585700,2022-09-07 20:00:00.000000,16.96,1439996,1439995,100.000095368,1439995,2.0,False
1040,20221202.Baro.100hz_Baro_Sensors288.pkl,2022-09-07 20:00:00.010000,2022-09-08 00:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1041,20221202.Baro.100hz_Baro_Sensors289.pkl,2022-09-08 00:00:00.010000,2022-09-08 04:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1042,20221202.Baro.100hz_Baro_Sensors290.pkl,2122-01-24 17:11:35.237000,2022-09-08 08:00:00.000000,14.81,1440001,1440000,100.000095368,1440000,0.0,False
1043,20221202.Baro.100hz_Baro_Sensors291.pkl,2124-09-21 04:25:02.200100,2022-09-08 12:00:00.000000,7.58,1440001,1440000,100.000095368,1440000,0.0,False
1044,20221202.Baro.100hz_Baro_Sensors292.pkl,2022-09-08 12:00:00.010000,2022-09-08 16:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1045,20221202.Baro.100hz_Baro_Sensors293.pkl,2022-09-08 16:00:00.010000,2022-09-08 20:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1046,20221202.Baro.100hz_Baro_Sensors294.pkl,2005-08-17 05:40:14.712100,2022-09-09 00:00:00.000000,18.33,1440001,1440000,100.000095368,1440000,0.0,False
1047,20221202.Baro.100hz_Baro_Sensors295.pkl,2120-06-17 01:38:07.045000,2022-09-09 04:00:00.000000,2.36,1439996,422648364,100.000095368,1439996,3.0,False
1048,20221202.Baro.100hz_Baro_Sensors296.pkl,2022-09-09 04:00:00.010000,2022-09-09 08:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1049,20221202.Baro.100hz_Baro_Sensors297.pkl,2022-09-09 08:00:00.010000,2022-09-09 12:00:00.000000,4.0,1439996,1439996,100.000095368,1439996,2.0,False
1050,20221202.Baro.100hz_Baro_Sensors298.pkl,2085-05-17 20:07:11.659300,2022-09-09 16:00:00.000000,19.88,1440001,1440000,100.000095368,1440000,0.0,False
1051,20221202.Baro.100hz_Baro_Sensors299.pkl,2022-09-09 16:00:00.010000,2022-09-09 20:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1052,20221202.Baro.100hz_Baro_Sensors300.pkl,2022-09-09 20:00:00.010000,2022-09-10 00:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1053,20221202.Baro.100hz_Baro_Sensors301.pkl,2022-09-10 00:00:00.010000,2022-09-10 04:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1054,20221202.Baro.100hz_Baro_Sensors302.pkl,2022-09-10 04:00:00.010000,2022-09-10 08:00:00.000000,4.0,1439995,1439995,100.000095368,1439995,2.0,False
1055,20221202.Baro.100hz_Baro_Sensors303.pkl,2064-08-21 17:46:52.612800,2022-09-10 12:00:00.000000,18.22,1440001,1440000,100.000095368,1440000,0.0,False
1056,20221202.Baro.100hz_Baro_Sensors304.pkl,2022-09-10 12:00:00.010000,2022-09-10 16:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1057,20221202.Baro.100hz_Baro_Sensors305.pkl,2022-09-10 16:00:00.010000,2022-09-10 20:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1058,20221202.Baro.100hz_Baro_Sensors306.pkl,2022-09-10 20:00:00.010000,2022-09-11 00:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1059,20221202.Baro.100hz_Baro_Sensors307.pkl,2022-09-11 00:00:00.010000,2022-09-11 04:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1060,20221202.Baro.100hz_Baro_Sensors308.pkl,2022-09-11 04:00:00.010000,2022-09-11 08:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1061,20221202.Baro.100hz_Baro_Sensors309.pkl,2022-09-11 08:00:00.010000,2022-09-11 12:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1062,20221202.Baro.100hz_Baro_Sensors310.pkl,2022-09-11 12:00:00.010000,2022-09-11 16:00:00.000000,4.0,1439996,1439996,100.000095368,1439996,2.0,False
1063,20221202.Baro.100hz_Baro_Sensors311.pkl,2022-09-11 16:00:00.010000,2022-09-11 20:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1064,20221202.Baro.100hz_Baro_Sensors312.pkl,1990-03-21 20:47:45.041700,2022-09-12 00:00:00.000000,3.2,1440001,447128607,100.000095368,1440001,1.0,False
1065,20221202.Baro.100hz_Baro_Sensors313.pkl,1990-09-27 22:26:47.032100,2022-09-12 04:00:00.000000,5.55,1440001,1440000,100.000095368,1440000,0.0,False
1066,20221202.Baro.100hz_Baro_Sensors314.pkl,2022-09-12 04:00:00.010000,2022-09-12 08:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1067,20221202.Baro.100hz_Baro_Sensors315.pkl,2022-09-12 08:00:00.010000,2022-09-12 12:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1068,20221202.Baro.100hz_Baro_Sensors316.pkl,1997-08-26 09:57:29.284900,2022-09-12 16:00:00.000000,6.04,1439989,1439988,100.000095368,1439988,1.0,False
1069,20221202.Baro.100hz_Baro_Sensors317.pkl,2016-04-05 07:37:06.552100,2022-09-12 20:00:00.000000,12.38,1440009,1440008,100.000095368,1440008,1.0,False
1070,20221202.Baro.100hz_Baro_Sensors318.pkl,2023-03-05 03:43:55.153800,2022-09-13 00:00:00.000000,20.27,1439989,1439988,100.000095368,1439988,1.0,False
1071,20221202.Baro.100hz_Baro_Sensors319.pkl,2021-01-16 23:59:07.614600,2022-09-13 04:00:00.000000,4.01,1440009,1440008,100.000095368,1440008,1.0,False
1072,20221202.Baro.100hz_Baro_Sensors320.pkl,2022-09-13 04:00:00.010000,2022-09-13 08:00:00.000000,4.0,1439997,1439997,100.000095368,1439997,2.0,False
1073,20221202.Baro.100hz_Baro_Sensors321.pkl,2022-09-13 08:00:00.010000,2022-09-13 12:00:00.000000,4.0,1439988,1439988,100.000095368,1439988,1.0,False
1074,20221202.Baro.100hz_Baro_Sensors322.pkl,2018-12-01 12:03:47.064200,2022-09-13 16:00:00.000000,3.94,1440001,461530376,100.000095368,1440001,1.0,False
1075,20221202.Baro.100hz_Baro_Sensors323.pkl,2022-09-13 16:00:00.010000,2022-09-13 20:00:00.000000,4.0,1440008,1440008,100.000095368,1440008,1.0,False
1076,20221202.Baro.100hz_Baro_Sensors324.pkl,2022-09-13 20:00:00.010000,2022-09-14 00:00:00.000000,4.0,1439988,1439988,100.000095368,1439988,1.0,False
1077,20221202.Baro.100hz_Baro_Sensors325.pkl,2022-09-14 00:00:00.010000,2022-09-14 04:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1078,20221202.Baro.100hz_Baro_Sensors326.pkl,2084-11-04 05:12:47.096100,2022-09-14 08:00:00.000000,2.79,1440001,467290884,100.000095368,1440001,1.0,False
1079,20221202.Baro.100hz_Baro_Sensors327.pkl,2088-01-13 15:09:41.828900,2022-09-14 12:00:00.000000,20.84,1439998,1439997,100.000095368,1439997,2.0,False
1080,20221202.Baro.100hz_Baro_Sensors328.pkl,2022-09-14 12:00:00.010000,2022-09-14 16:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1081,20221202.Baro.100hz_Baro_Sensors329.pkl,2022-09-14 16:00:00.010000,2022-09-14 20:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1082,20221202.Baro.100hz_Baro_Sensors330.pkl,2072-02-01 19:17:42.136000,2022-09-15 00:00:00.000000,4.7,1440001,1440000,100.000095368,1440000,0.0,False
1083,20221202.Baro.100hz_Baro_Sensors331.pkl,2037-07-11 03:29:11.441600,2022-09-15 04:00:00.000000,0.51,1440001,474490113,100.000095368,1440001,1.0,False
1084,20221202.Baro.100hz_Baro_Sensors332.pkl,2022-09-15 04:00:00.010000,2022-09-15 08:00:00.000000,4.0,1439995,1439995,100.000095368,1439995,2.0,False
1085,20221202.Baro.100hz_Baro_Sensors333.pkl,2022-09-15 08:00:00.010000,2022-09-15 12:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1086,20221202.Baro.100hz_Baro_Sensors334.pkl,2017-11-07 01:08:57.284800,2022-09-15 16:00:00.000000,14.85,1440001,1440000,100.000095368,1440000,0.0,False
1087,20221202.Baro.100hz_Baro_Sensors335.pkl,2022-09-15 16:00:00.010000,2022-09-15 20:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1088,20221202.Baro.100hz_Baro_Sensors336.pkl,2022-09-15 20:00:00.010000,2022-09-16 00:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1089,20221202.Baro.100hz_Baro_Sensors337.pkl,2022-09-16 00:00:00.010000,2022-09-16 04:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1090,20221202.Baro.100hz_Baro_Sensors338.pkl,2002-12-18 09:55:25.368000,2022-09-16 08:00:00.000000,22.08,1440001,1440000,100.000095368,1440000,0.0,False
1091,20221202.Baro.100hz_Baro_Sensors339.pkl,2022-09-16 08:00:00.010000,2022-09-16 12:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1092,20221202.Baro.100hz_Baro_Sensors340.pkl,2022-09-16 12:00:00.010000,2022-09-16 16:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1093,20221202.Baro.100hz_Baro_Sensors341.pkl,2005-05-09 15:19:18.532800,2022-09-16 20:00:00.000000,4.68,1440001,1440000,100.000095368,1440000,0.0,False
1094,20221202.Baro.100hz_Baro_Sensors342.pkl,2009-05-05 15:09:42.776000,2022-09-17 00:00:00.000000,8.84,1440001,1440000,100.000095368,1440000,0.0,False
1095,20221202.Baro.100hz_Baro_Sensors343.pkl,2061-06-13 09:59:18.136000,2022-09-17 04:00:00.000000,18.01,1440001,1440000,100.000095368,1440000,0.0,False
1096,20221202.Baro.100hz_Baro_Sensors344.pkl,2022-09-17 04:00:00.010000,2022-09-17 08:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1097,20221202.Baro.100hz_Baro_Sensors345.pkl,2022-09-17 08:00:00.010000,2022-09-17 12:00:00.000000,4.0,1439996,1439996,100.000095368,1439996,2.0,False
1098,20221202.Baro.100hz_Baro_Sensors346.pkl,2022-09-17 12:00:00.010000,2022-09-17 16:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1099,20221202.Baro.100hz_Baro_Sensors347.pkl,1991-10-19 01:07:18.942400,2022-09-17 20:00:00.000000,18.88,1440001,1440000,100.000095368,1440000,0.0,False
1100,20221202.Baro.100hz_Baro_Sensors348.pkl,2022-09-17 20:00:00.010000,2022-09-18 00:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1101,20221202.Baro.100hz_Baro_Sensors349.pkl,2022-09-18 00:00:00.010000,2022-09-18 03:14:38.080000,3.24,1167808,1167808,100.000095368,1167808,0.0,True
1102,20221202.Baro.100hz_Baro_Sensors350.pkl,2107-03-06 17:09:45.054400,2022-09-18 12:00:00.000000,18.84,1260528,1260519,100.000095368,1260519,2.0,False
1103,20221202.Baro.100hz_Baro_Sensors351.pkl,2022-09-18 12:00:00.010000,2022-09-18 16:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1104,20221202.Baro.100hz_Baro_Sensors352.pkl,2102-12-04 09:19:36.977600,2022-09-18 20:00:00.000000,10.67,1440001,1440000,100.000095368,1440000,0.0,False
1105,20221202.Baro.100hz_Baro_Sensors353.pkl,2022-09-18 20:00:00.010000,2022-09-19 00:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
1106,20221202.Baro.100hz_Baro_Sensors354.pkl,2022-09-19 00:00:00.010000,2022-09-19 03:42:24.850000,3.71,1334485,1334485,100.000095368,1334485,0.0,True
1107,20221202.Baro.100hz_Baro_Sensors355.pkl,2022-09-19 03:42:25.070000,2022-09-19 12:00:00.000000,8.29,1320502,1320488,100.000095368,1320488,2.0,False
1108,20221202.Baro.100hz_Baro_Sensors356.pkl,2081-02-14 04:39:16.676900,2022-09-19 16:00:00.000000,11.35,1440001,1440000,100.000095368,1440000,0.0,False
1109,20221202.Baro.100hz_Baro_Sensors357.pkl,2102-05-25 00:07:40.766500,2022-09-19 20:00:00.000000,19.87,1440001,1440000,100.000095368,1440000,0.0,False
1110,20221202.Baro.100hz_Baro_Sensors358.pkl,2022-09-19 20:00:00.010000,2022-09-20 00:00:00.000000,4.0,1440000,1440000,100.000095368,1440000,0.0,True
