,filename,starttime,endtime,hours,npts,nRECS,Fs,numValidTimes,numTimeSkips,passed
549,20221202.20hz.20hz_Sensors_1Sec62.pkl,2022-07-31 20:00:01.000000,2022-08-01 00:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
550,20221202.20hz.20hz_Sensors_1Sec63.pkl,2022-08-01 00:00:01.000000,2022-08-01 04:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
551,20221202.20hz.20hz_Sensors_1Sec64.pkl,2022-08-01 04:00:01.000000,2022-08-01 08:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
552,20221202.20hz.20hz_Sensors_1Sec65.pkl,2022-08-01 08:00:01.000000,2022-08-01 12:00:00.000000,4.0,14401,14401,1.0,14401,1.0,False
553,20221202.20hz.20hz_Sensors_1Sec66.pkl,2022-08-01 12:00:01.000000,2022-08-01 16:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
554,20221202.20hz.20hz_Sensors_1Sec67.pkl,2022-08-01 16:00:01.000000,2022-08-01 20:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
555,20221202.20hz.20hz_Sensors_1Sec68.pkl,2022-08-01 20:00:01.000000,2022-08-02 00:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
556,20221202.20hz.20hz_Sensors_1Sec69.pkl,2022-08-02 00:00:01.000000,2022-08-02 04:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
557,20221202.20hz.20hz_Sensors_1Sec7.pkl,2022-07-22 16:00:01.000000,2022-07-22 20:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
558,20221202.20hz.20hz_Sensors_1Sec70.pkl,2022-08-02 04:00:01.000000,2022-08-02 08:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
559,20221202.20hz.20hz_Sensors_1Sec71.pkl,2022-08-02 08:00:01.000000,2022-08-02 12:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
560,20221202.20hz.20hz_Sensors_1Sec72.pkl,2022-08-02 12:00:01.000000,2022-08-02 16:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
561,20221202.20hz.20hz_Sensors_1Sec73.pkl,2022-08-02 16:00:01.000000,2022-08-02 20:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
562,20221202.20hz.20hz_Sensors_1Sec74.pkl,2022-08-02 20:00:01.000000,2022-08-03 00:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
563,20221202.20hz.20hz_Sensors_1Sec75.pkl,2022-08-03 00:00:01.000000,2022-08-03 04:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
564,20221202.20hz.20hz_Sensors_1Sec76.pkl,2022-08-03 04:00:01.000000,2022-08-03 08:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
565,20221202.20hz.20hz_Sensors_1Sec77.pkl,2022-08-03 08:00:01.000000,2022-08-03 12:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
566,20221202.20hz.20hz_Sensors_1Sec78.pkl,2022-08-03 12:00:01.000000,2022-08-03 16:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
567,20221202.20hz.20hz_Sensors_1Sec79.pkl,2022-08-03 16:00:01.000000,2022-08-03 20:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
568,20221202.20hz.20hz_Sensors_1Sec8.pkl,2022-07-22 20:00:01.000000,2022-07-23 00:00:00.000000,4.0,14400,14400,1.0,14400,2.0,False
569,20221202.20hz.20hz_Sensors_1Sec80.pkl,2022-08-03 20:00:01.000000,2022-08-04 00:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
570,20221202.20hz.20hz_Sensors_1Sec81.pkl,2022-08-04 00:00:01.000000,2022-08-04 04:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
571,20221202.20hz.20hz_Sensors_1Sec82.pkl,2022-08-04 04:00:01.000000,2022-08-04 08:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
572,20221202.20hz.20hz_Sensors_1Sec83.pkl,2022-08-04 08:00:01.000000,2022-08-04 12:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
573,20221202.20hz.20hz_Sensors_1Sec84.pkl,2022-08-04 12:00:01.000000,2022-08-04 16:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
574,20221202.20hz.20hz_Sensors_1Sec85.pkl,2022-08-04 16:00:01.000000,2022-08-04 20:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
575,20221202.20hz.20hz_Sensors_1Sec86.pkl,2022-08-04 20:00:01.000000,2022-08-05 00:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
576,20221202.20hz.20hz_Sensors_1Sec87.pkl,2022-08-05 00:00:01.000000,2022-08-05 04:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
577,20221202.20hz.20hz_Sensors_1Sec88.pkl,2022-08-05 04:00:01.000000,2022-08-05 08:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
578,20221202.20hz.20hz_Sensors_1Sec89.pkl,2022-08-05 08:00:01.000000,2022-08-05 12:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
579,20221202.20hz.20hz_Sensors_1Sec9.pkl,2022-07-23 00:00:01.000000,2022-07-23 04:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
580,20221202.20hz.20hz_Sensors_1Sec90.pkl,2022-08-05 12:00:01.000000,2022-08-05 16:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
581,20221202.20hz.20hz_Sensors_1Sec91.pkl,2022-08-05 16:00:01.000000,2022-08-05 20:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
582,20221202.20hz.20hz_Sensors_1Sec92.pkl,2022-08-05 20:00:01.000000,2022-08-06 00:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
583,20221202.20hz.20hz_Sensors_1Sec93.pkl,2022-08-06 00:00:01.000000,2022-08-06 04:00:00.000000,4.0,14399,14399,1.0,14399,2.0,False
584,20221202.20hz.20hz_Sensors_1Sec94.pkl,2022-08-06 04:00:01.000000,2022-08-06 08:00:00.000000,4.0,14401,14401,1.0,14401,1.0,False
585,20221202.20hz.20hz_Sensors_1Sec95.pkl,2022-08-06 08:00:01.000000,2022-08-06 12:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
586,20221202.20hz.20hz_Sensors_1Sec96.pkl,2022-08-06 12:00:01.000000,2022-08-06 16:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
587,20221202.20hz.20hz_Sensors_1Sec97.pkl,2022-08-06 16:00:01.000000,2022-08-06 20:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
588,20221202.20hz.20hz_Sensors_1Sec98.pkl,2022-08-06 20:00:01.000000,2022-08-07 00:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
589,20221202.20hz.20hz_Sensors_1Sec99.pkl,2022-08-07 00:00:01.000000,2022-08-07 04:00:00.000000,4.0,14400,14400,1.0,14400,0.0,True
590,20221202.20hz.20hz_Sensors_20Hz0.pkl,2022-07-21 13:47:50.000000,2022-07-21 16:00:00.000000,2.2,158601,158601,20.0000190735,158601,0.0,True
591,20221202.20hz.20hz_Sensors_20Hz1.pkl,2022-07-21 16:00:00.050000,2022-07-21 20:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
592,20221202.20hz.20hz_Sensors_20Hz10.pkl,2022-07-23 04:00:00.050000,2022-07-23 08:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
593,20221202.20hz.20hz_Sensors_20Hz100.pkl,2022-08-07 04:00:00.050000,2022-08-07 08:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
594,20221202.20hz.20hz_Sensors_20Hz101.pkl,2022-08-07 08:00:00.050000,2022-08-07 12:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
595,20221202.20hz.20hz_Sensors_20Hz102.pkl,2022-08-07 12:00:00.050000,2022-08-07 16:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
596,20221202.20hz.20hz_Sensors_20Hz103.pkl,2022-08-07 16:00:00.050000,2022-08-07 20:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
597,20221202.20hz.20hz_Sensors_20Hz104.pkl,2022-08-07 20:00:00.050000,2022-08-08 00:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
598,20221202.20hz.20hz_Sensors_20Hz105.pkl,2022-08-08 00:00:00.050000,2022-08-08 04:00:00.000000,4.0,287962,287962,20.0000190735,287962,2.0,False
599,20221202.20hz.20hz_Sensors_20Hz106.pkl,2022-08-08 04:00:00.050000,2022-08-08 08:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
600,20221202.20hz.20hz_Sensors_20Hz107.pkl,2022-08-08 08:00:00.050000,2022-08-08 12:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
601,20221202.20hz.20hz_Sensors_20Hz108.pkl,2022-08-08 12:00:00.050000,2022-08-08 16:00:00.000000,4.0,287981,287981,20.0000190735,287981,1.0,False
602,20221202.20hz.20hz_Sensors_20Hz109.pkl,2022-08-08 16:00:00.050000,2022-08-08 20:00:00.000000,4.0,287981,287981,20.0000190735,287981,1.0,False
603,20221202.20hz.20hz_Sensors_20Hz11.pkl,2022-07-23 08:00:00.050000,2022-07-23 12:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
604,20221202.20hz.20hz_Sensors_20Hz110.pkl,2022-08-08 20:00:00.050000,2022-08-09 00:00:00.000000,4.0,287981,287981,20.0000190735,287981,1.0,False
605,20221202.20hz.20hz_Sensors_20Hz111.pkl,2022-08-09 00:00:00.050000,2022-08-09 04:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
606,20221202.20hz.20hz_Sensors_20Hz112.pkl,2022-08-09 04:00:00.050000,2022-08-09 08:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
607,20221202.20hz.20hz_Sensors_20Hz113.pkl,2022-08-09 08:00:00.050000,2022-08-09 12:00:00.000000,4.0,287886,287886,20.0000190735,287886,6.0,False
608,20221202.20hz.20hz_Sensors_20Hz114.pkl,2022-08-09 12:00:00.050000,2022-08-09 16:00:00.000000,4.0,287924,287924,20.0000190735,287924,4.0,False
609,20221202.20hz.20hz_Sensors_20Hz115.pkl,2022-08-09 16:00:00.050000,2022-08-09 20:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
610,20221202.20hz.20hz_Sensors_20Hz116.pkl,2022-08-09 20:00:00.050000,2022-08-10 00:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
611,20221202.20hz.20hz_Sensors_20Hz117.pkl,2022-08-10 00:00:00.050000,2022-08-10 04:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
612,20221202.20hz.20hz_Sensors_20Hz118.pkl,2022-08-10 04:00:00.050000,2022-08-10 08:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
613,20221202.20hz.20hz_Sensors_20Hz119.pkl,2022-08-10 08:00:00.050000,2022-08-10 12:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
614,20221202.20hz.20hz_Sensors_20Hz12.pkl,2022-07-23 12:00:00.050000,2022-07-23 16:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
615,20221202.20hz.20hz_Sensors_20Hz120.pkl,2022-08-10 12:00:00.050000,2022-08-10 16:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
616,20221202.20hz.20hz_Sensors_20Hz121.pkl,2022-08-10 16:00:00.050000,2022-08-10 20:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
617,20221202.20hz.20hz_Sensors_20Hz122.pkl,2022-08-10 20:00:00.050000,2022-08-11 00:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
618,20221202.20hz.20hz_Sensors_20Hz123.pkl,2022-08-11 00:00:00.050000,2022-08-11 04:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
619,20221202.20hz.20hz_Sensors_20Hz124.pkl,2022-08-11 04:00:00.050000,2022-08-11 08:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
620,20221202.20hz.20hz_Sensors_20Hz125.pkl,2022-08-11 08:00:00.050000,2022-08-11 12:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
621,20221202.20hz.20hz_Sensors_20Hz126.pkl,2022-08-11 12:00:00.050000,2022-08-11 16:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
622,20221202.20hz.20hz_Sensors_20Hz127.pkl,2022-08-11 16:00:00.050000,2022-08-11 20:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
623,20221202.20hz.20hz_Sensors_20Hz128.pkl,2022-08-11 20:00:00.050000,2022-08-12 00:00:00.000000,4.0,287962,287962,20.0000190735,287962,2.0,False
624,20221202.20hz.20hz_Sensors_20Hz129.pkl,2022-08-12 00:00:00.050000,2022-08-12 04:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
625,20221202.20hz.20hz_Sensors_20Hz13.pkl,2022-07-23 16:00:00.050000,2022-07-23 20:00:00.000000,4.0,287962,287962,20.0000190735,287962,2.0,False
626,20221202.20hz.20hz_Sensors_20Hz130.pkl,2022-08-12 04:00:00.050000,2022-08-12 08:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
627,20221202.20hz.20hz_Sensors_20Hz131.pkl,2022-08-12 08:00:00.050000,2022-08-12 12:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
628,20221202.20hz.20hz_Sensors_20Hz132.pkl,2022-08-12 12:00:00.050000,2022-08-12 16:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
629,20221202.20hz.20hz_Sensors_20Hz133.pkl,2022-08-12 16:00:00.050000,2022-08-12 20:00:00.000000,4.0,287962,287962,20.0000190735,287962,2.0,False
630,20221202.20hz.20hz_Sensors_20Hz134.pkl,2022-08-12 20:00:00.050000,2022-08-13 00:00:00.000000,4.0,287981,287981,20.0000190735,287981,1.0,False
631,20221202.20hz.20hz_Sensors_20Hz135.pkl,2022-08-13 00:00:00.050000,2022-08-13 04:00:00.000000,4.0,287981,287981,20.0000190735,287981,1.0,False
632,20221202.20hz.20hz_Sensors_20Hz136.pkl,2022-08-13 04:00:00.050000,2022-08-13 08:00:00.000000,4.0,287981,287981,20.0000190735,287981,1.0,False
633,20221202.20hz.20hz_Sensors_20Hz137.pkl,2022-08-13 08:00:00.050000,2022-08-13 12:00:00.000000,4.0,287981,287981,20.0000190735,287981,1.0,False
634,20221202.20hz.20hz_Sensors_20Hz138.pkl,2022-08-13 12:00:00.050000,2022-08-13 16:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
635,20221202.20hz.20hz_Sensors_20Hz139.pkl,2022-08-13 16:00:00.050000,2022-08-13 20:00:00.000000,4.0,287981,287981,20.0000190735,287981,1.0,False
636,20221202.20hz.20hz_Sensors_20Hz14.pkl,2022-07-23 20:00:00.050000,2022-07-24 00:00:00.000000,4.0,287943,287943,20.0000190735,287943,3.0,False
637,20221202.20hz.20hz_Sensors_20Hz140.pkl,2022-08-13 20:00:00.050000,2022-08-14 00:00:00.000000,4.0,287924,287924,20.0000190735,287924,4.0,False
638,20221202.20hz.20hz_Sensors_20Hz141.pkl,2022-08-14 00:00:00.050000,2022-08-14 04:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
639,20221202.20hz.20hz_Sensors_20Hz142.pkl,2022-08-14 04:00:00.050000,2022-08-14 08:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
640,20221202.20hz.20hz_Sensors_20Hz143.pkl,2022-08-14 08:00:00.050000,2022-08-14 12:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
641,20221202.20hz.20hz_Sensors_20Hz144.pkl,2022-08-14 12:00:00.050000,2022-08-14 16:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
642,20221202.20hz.20hz_Sensors_20Hz145.pkl,2022-08-14 16:00:00.050000,2022-08-14 20:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
643,20221202.20hz.20hz_Sensors_20Hz146.pkl,2022-08-14 20:00:00.050000,2022-08-15 00:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
644,20221202.20hz.20hz_Sensors_20Hz147.pkl,2022-08-15 00:00:00.050000,2022-08-15 04:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
645,20221202.20hz.20hz_Sensors_20Hz148.pkl,2022-08-15 04:00:00.050000,2022-08-15 08:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
646,20221202.20hz.20hz_Sensors_20Hz149.pkl,2022-08-15 08:00:00.050000,2022-08-15 12:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
647,20221202.20hz.20hz_Sensors_20Hz15.pkl,2022-07-24 00:00:00.050000,2022-07-24 04:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
648,20221202.20hz.20hz_Sensors_20Hz150.pkl,2022-08-15 12:00:00.050000,2022-08-15 16:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
649,20221202.20hz.20hz_Sensors_20Hz151.pkl,2022-08-15 16:00:00.050000,2022-08-15 20:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
650,20221202.20hz.20hz_Sensors_20Hz152.pkl,2022-08-15 20:00:00.050000,2022-08-16 00:00:00.000000,4.0,287962,287962,20.0000190735,287962,2.0,False
651,20221202.20hz.20hz_Sensors_20Hz153.pkl,2022-08-16 00:00:00.050000,2022-08-16 04:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
652,20221202.20hz.20hz_Sensors_20Hz154.pkl,2022-08-16 04:00:00.050000,2022-08-16 08:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
653,20221202.20hz.20hz_Sensors_20Hz155.pkl,2022-08-16 08:00:00.050000,2022-08-16 12:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
654,20221202.20hz.20hz_Sensors_20Hz156.pkl,2022-08-16 12:00:00.050000,2022-08-16 16:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
655,20221202.20hz.20hz_Sensors_20Hz157.pkl,2022-08-16 16:00:00.050000,2022-08-16 20:00:00.000000,4.0,287962,287962,20.0000190735,287962,2.0,False
656,20221202.20hz.20hz_Sensors_20Hz158.pkl,2022-08-16 20:00:00.050000,2022-08-17 00:00:00.000000,4.0,287943,287943,20.0000190735,287943,3.0,False
657,20221202.20hz.20hz_Sensors_20Hz159.pkl,2022-08-17 00:00:00.050000,2022-08-17 04:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
658,20221202.20hz.20hz_Sensors_20Hz16.pkl,2022-07-24 04:00:00.050000,2022-07-24 08:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
659,20221202.20hz.20hz_Sensors_20Hz160.pkl,2022-08-17 04:00:00.050000,2022-08-17 08:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
660,20221202.20hz.20hz_Sensors_20Hz161.pkl,2022-08-17 08:00:00.050000,2022-08-17 12:00:00.000000,4.0,287981,287981,20.0000190735,287981,1.0,False
661,20221202.20hz.20hz_Sensors_20Hz162.pkl,2022-08-17 12:00:00.050000,2022-08-17 16:00:00.000000,4.0,287981,287981,20.0000190735,287981,1.0,False
662,20221202.20hz.20hz_Sensors_20Hz163.pkl,2022-08-17 16:00:00.050000,2022-08-17 20:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
663,20221202.20hz.20hz_Sensors_20Hz164.pkl,2022-08-17 20:00:00.050000,2022-08-18 00:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
664,20221202.20hz.20hz_Sensors_20Hz165.pkl,2022-08-18 00:00:00.050000,2022-08-18 04:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
665,20221202.20hz.20hz_Sensors_20Hz166.pkl,2022-08-18 04:00:00.050000,2022-08-18 08:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
666,20221202.20hz.20hz_Sensors_20Hz167.pkl,2022-08-18 08:00:00.050000,2022-08-18 12:00:00.000000,4.0,287962,287962,20.0000190735,287962,2.0,False
667,20221202.20hz.20hz_Sensors_20Hz168.pkl,2022-08-18 12:00:00.050000,2022-08-18 16:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
668,20221202.20hz.20hz_Sensors_20Hz169.pkl,2022-08-18 16:00:00.050000,2022-08-18 20:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
669,20221202.20hz.20hz_Sensors_20Hz17.pkl,2022-07-24 08:00:00.050000,2022-07-24 12:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
670,20221202.20hz.20hz_Sensors_20Hz170.pkl,2022-08-18 20:00:00.050000,2022-08-19 00:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
671,20221202.20hz.20hz_Sensors_20Hz171.pkl,2022-08-19 00:00:00.050000,2022-08-19 04:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
672,20221202.20hz.20hz_Sensors_20Hz172.pkl,2022-08-19 04:00:00.050000,2022-08-19 08:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
673,20221202.20hz.20hz_Sensors_20Hz173.pkl,2022-08-19 08:00:00.050000,2022-08-19 12:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
674,20221202.20hz.20hz_Sensors_20Hz174.pkl,2022-08-19 12:00:00.050000,2022-08-19 16:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
675,20221202.20hz.20hz_Sensors_20Hz175.pkl,2022-08-19 16:00:00.050000,2022-08-19 20:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
676,20221202.20hz.20hz_Sensors_20Hz176.pkl,2022-08-19 20:00:00.050000,2022-08-20 00:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
677,20221202.20hz.20hz_Sensors_20Hz177.pkl,2022-08-20 00:00:00.050000,2022-08-20 04:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
678,20221202.20hz.20hz_Sensors_20Hz178.pkl,2022-08-20 04:00:00.050000,2022-08-20 08:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
679,20221202.20hz.20hz_Sensors_20Hz179.pkl,2022-08-20 08:00:00.050000,2022-08-20 12:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
680,20221202.20hz.20hz_Sensors_20Hz18.pkl,2022-07-24 12:00:00.050000,2022-07-24 16:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
681,20221202.20hz.20hz_Sensors_20Hz180.pkl,2022-08-20 12:00:00.050000,2022-08-20 16:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
682,20221202.20hz.20hz_Sensors_20Hz181.pkl,2022-08-20 16:00:00.050000,2022-08-20 20:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
683,20221202.20hz.20hz_Sensors_20Hz182.pkl,2022-08-20 20:00:00.050000,2022-08-21 00:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
684,20221202.20hz.20hz_Sensors_20Hz183.pkl,2022-08-21 00:00:00.050000,2022-08-21 04:00:00.000000,4.0,287962,287962,20.0000190735,287962,2.0,False
685,20221202.20hz.20hz_Sensors_20Hz184.pkl,2022-08-21 04:00:00.050000,2022-08-21 08:00:00.000000,4.0,287981,287981,20.0000190735,287981,1.0,False
686,20221202.20hz.20hz_Sensors_20Hz185.pkl,2022-08-21 08:00:00.050000,2022-08-21 12:00:00.000000,4.0,287981,287981,20.0000190735,287981,1.0,False
687,20221202.20hz.20hz_Sensors_20Hz186.pkl,2022-08-21 12:00:00.050000,2022-08-21 16:00:00.000000,4.0,287943,287943,20.0000190735,287943,3.0,False
688,20221202.20hz.20hz_Sensors_20Hz187.pkl,2022-08-21 16:00:00.050000,2022-08-21 20:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
689,20221202.20hz.20hz_Sensors_20Hz188.pkl,2022-08-21 20:00:00.050000,2022-08-22 00:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
690,20221202.20hz.20hz_Sensors_20Hz189.pkl,2022-08-22 00:00:00.050000,2022-08-22 04:00:00.000000,4.0,287962,287962,20.0000190735,287962,2.0,False
691,20221202.20hz.20hz_Sensors_20Hz19.pkl,2022-07-24 16:00:00.050000,2022-07-24 20:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
692,20221202.20hz.20hz_Sensors_20Hz190.pkl,2022-08-22 04:00:00.050000,2022-08-22 08:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
693,20221202.20hz.20hz_Sensors_20Hz191.pkl,2022-08-22 08:00:00.050000,2022-08-22 12:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
694,20221202.20hz.20hz_Sensors_20Hz192.pkl,2022-08-22 12:00:00.050000,2022-08-22 16:00:00.000000,4.0,287962,287962,20.0000190735,287962,2.0,False
695,20221202.20hz.20hz_Sensors_20Hz193.pkl,2022-08-22 16:00:00.050000,2022-08-22 20:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
696,20221202.20hz.20hz_Sensors_20Hz194.pkl,2022-08-22 20:00:00.050000,2022-08-23 00:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
697,20221202.20hz.20hz_Sensors_20Hz195.pkl,2022-08-23 00:00:00.050000,2022-08-23 04:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
698,20221202.20hz.20hz_Sensors_20Hz196.pkl,2022-08-23 04:00:00.050000,2022-08-23 08:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
699,20221202.20hz.20hz_Sensors_20Hz197.pkl,2022-08-23 08:00:00.050000,2022-08-23 12:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
700,20221202.20hz.20hz_Sensors_20Hz198.pkl,2022-08-23 12:00:00.050000,2022-08-23 16:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
701,20221202.20hz.20hz_Sensors_20Hz199.pkl,2022-08-23 16:00:00.050000,2022-08-23 20:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
702,20221202.20hz.20hz_Sensors_20Hz2.pkl,2022-07-21 20:00:00.050000,2022-07-22 00:00:00.000000,4.0,287962,287962,20.0000190735,287962,2.0,False
703,20221202.20hz.20hz_Sensors_20Hz20.pkl,2022-07-24 20:00:00.050000,2022-07-25 00:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
704,20221202.20hz.20hz_Sensors_20Hz200.pkl,2022-08-23 20:00:00.050000,2022-08-24 00:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
705,20221202.20hz.20hz_Sensors_20Hz201.pkl,2022-08-24 00:00:00.050000,2022-08-24 04:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
706,20221202.20hz.20hz_Sensors_20Hz202.pkl,2022-08-24 04:00:00.050000,2022-08-24 08:00:00.000000,4.0,287961,287961,20.0000190735,287961,2.0,False
707,20221202.20hz.20hz_Sensors_20Hz203.pkl,2022-08-24 08:00:00.050000,2022-08-24 12:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
708,20221202.20hz.20hz_Sensors_20Hz204.pkl,2022-08-24 12:00:00.050000,2022-08-24 16:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
709,20221202.20hz.20hz_Sensors_20Hz205.pkl,2022-08-24 16:00:00.050000,2022-08-24 20:00:00.000000,4.0,288000,288000,20.0000190735,288000,0.0,True
