,Fs,Unnamed: 0,bandratio_[0.8_4.0_16.0],bandratio_[1.0_6.0_11.0],bw_max,bw_min,calib,energy,filetime,id,kurtosis,medianF,noise_level,num_gaps,peakA,peakF,peakamp,peaktime,percent_availability,quality,sample_lower_quartile,sample_max,sample_mean,sample_median,sample_min,sample_rms,sample_stdev,sample_upper_quartile,signal_level,skewness,snr,starttime,units
8,75.19,8,-0.704338508153,-2.60393062238,3.3,0.2,1.0,9506802.55663,1997-04-01T05:21:13.040000Z,MV.MBGH..SHZ,3.03,5.7,948.403462926,0,182.751042581,1.9,2188.62043704,18.77,100.0,5.18,-234.866008979,2188.62043704,-1.03302079822,7.57887994179,-1900.88483953,455.184779881,455.183607683,243.116618639,2188.62043704,-0.03,2.30768920886,1997-04-01T05:21:13.040000Z,Counts
9,75.19,9,-1.92640402713,-3.64914064493,2.9,0.7,1.0,75189806.3241,1997-04-01T05:21:13.040000Z,MV.MBGH..SHN,4.43,4.2,3170.29384653,0,596.458542572,1.8,7742.01175748,22.61,100.0,5.37,-639.272214846,6501.93193109,1.07727595678,-19.8224967362,-7742.01175748,1280.11792227,1280.11746899,623.908050248,7742.01175748,-0.14,2.44204863406,1997-04-01T05:21:13.040000Z,Counts
10,75.19,10,-2.33364384093,-3.88981394329,3.2,0.8,1.0,60549581.0162,1997-04-01T05:21:13.040000Z,MV.MBGH..SHE,2.19,3.6,2021.08383446,0,537.998514212,1.9,5309.61123983,14.35,100.0,5.36,-597.96848751,4493.7964169,-2.03475483047,25.4295846651,-5309.61123983,1148.75143268,1148.74963063,581.393467038,5309.61123983,-0.02,2.62711083494,1997-04-01T05:21:13.040000Z,Counts
11,75.19,11,-1.82523962182,-2.88497859027,3.0,0.9,1.0,1763026.65801,1997-04-01T05:21:13.040000Z,MV.MBWH..SHZ,5.41,4.3,598.288024011,0,82.3228870962,2.1,1114.16429751,17.82,100.0,4.92,-59.3253959512,779.70236453,0.0758746618574,-3.74658507887,-1114.16429751,196.019796705,196.01978202,66.3834745994,1114.16429751,-0.41,1.86225405289,1997-04-01T05:21:13.040000Z,Counts
12,75.19,12,-1.30867120772,-2.28179825776,3.0,1.0,1.0,54639865.7158,1997-04-01T05:21:13.040000Z,MV.MBBE..SHZ,4.53,4.4,2736.4711264,0,482.44498951,1.9,5535.03050439,15.93,100.0,5.33,-445.589222335,5003.82942303,0.103372625638,-6.64753767415,-5535.03050439,1091.25263792,1091.25263302,463.362298463,5535.03050439,-0.25,2.02268916744,1997-04-01T05:21:13.040000Z,Counts
13,75.19,13,-1.87202573474,-2.96819756616,3.1,0.8,1.0,183477921.545,1997-04-01T05:21:13.040000Z,MV.MBBE..SHN,6.65,3.4,5415.07303279,0,838.381076138,1.9,13002.3853945,18.21,100.0,5.4,-750.975453376,9455.97329503,0.306692136471,-17.5655081716,-13002.3853945,1999.68873817,1999.68871465,836.573545147,13002.3853945,-0.51,2.40114682033,1997-04-01T05:21:13.040000Z,Counts
14,75.19,14,-1.79731744584,-2.81502319802,2.7,0.7,1.0,133438767.161,1997-04-01T05:21:13.040000Z,MV.MBBE..SHE,4.02,3.4,4460.09150348,0,769.924870883,1.6,9257.47079087,19.62,100.0,5.39,-748.009131769,9257.47079087,1.12647193673,20.1940873289,-7810.04665727,1705.34206717,1705.34169512,722.208824227,9257.47079087,0.08,2.07562351213,1997-04-01T05:21:13.040000Z,Counts
15,75.19,15,-1.78252010577,-2.80995602819,2.2,0.0,1.0,2267825.14493,1997-04-01T05:21:13.040000Z,MV.MBGB..SHZ,0.62,4.4,453.024216617,0,114.727349678,1.0,810.311006465,21.82,100.0,5.04,-135.671931973,769.292122008,-2.347303472,5.27294389392,-810.311006465,222.318333358,222.305941246,138.851937738,810.311006465,-0.15,1.78867039938,1997-04-01T05:21:13.040000Z,Counts
16,75.19,16,-3.16056052107,-4.05128707154,2.7,0.6,1.0,26441725.8906,1997-04-01T05:21:13.040000Z,MV.MBGB..SHN,2.65,3.1,1668.99516793,0,383.020813053,1.8,3612.93990889,20.76,100.0,5.3,-429.476774105,3252.50420556,-0.454462087893,-18.9946669709,-3612.93990889,759.128670943,759.128534908,403.637995201,3612.93990889,0.2,2.16473958602,1997-04-01T05:21:13.040000Z,Counts
17,75.19,17,-2.60348764659,-3.89943312061,2.5,0.0,1.0,13527894.7142,1997-04-01T05:21:13.040000Z,MV.MBGB..SHE,0.63,3.1,1167.44872471,0,277.688914122,1.3,2073.72880188,21.0,100.0,5.26,-340.746080875,2073.72880188,1.82663356778,19.2932280488,-1901.90328077,542.982211671,542.979139195,353.392274479,2073.72880188,-0.05,1.77629111925,1997-04-01T05:21:13.040000Z,Counts
0,75.19,0,-1.1177428893,-2.41139026288,3.4,0.9,1.0,59782512.0281,1997-04-01T06:07:06.040000Z,MV.MBGA..SHZ,12.3,5.4,2891.11167648,0,342.280884479,1.9,8189.95365158,12.57,100.0,5.27,-204.480384124,8189.95365158,-1.57419105036,-1.75841273669,-6896.27176774,1084.05521401,1084.05407105,206.070986805,8189.95365158,0.36,2.83280432168,1997-04-01T06:07:06.040000Z,Counts
1,75.19,1,-2.47134229086,-3.58633434439,3.2,1.1,1.0,308513857.833,1997-04-01T06:07:06.040000Z,MV.MBGA..SHN,7.62,3.8,6533.9388574,0,932.638242385,2.1,14074.600778,13.17,100.0,5.41,-534.744825957,13544.2490817,-2.07075989172,3.60405351564,-14074.600778,2462.64414835,2462.64327774,517.842357833,14074.600778,0.02,2.15407598467,1997-04-01T06:07:06.040000Z,Counts
2,75.19,2,-2.78845439307,-3.90899096792,3.2,1.3,1.0,444050401.139,1997-04-01T06:07:06.040000Z,MV.MBGA..SHE,9.92,3.6,6913.31875846,0,1089.20015011,2.2,20760.3742865,12.75,100.0,5.4,-503.830341398,20760.3742865,0.494927597633,12.9980251222,-17037.4738058,2954.47592918,2954.47588773,491.847362381,20760.3742865,0.17,3.00295343117,1997-04-01T06:07:06.040000Z,Counts
3,75.19,3,-2.04129698576,-3.37643413682,3.6,1.3,1.0,83923441.1105,1997-04-01T06:07:06.040000Z,MV.MBLG..SHZ,11.33,4.1,3270.28210225,0,437.709607379,2.6,8563.60252344,14.12,100.0,5.27,-208.62207824,7784.41644755,0.124245589441,8.90721756926,-8563.60252344,1284.41676061,1284.4167546,239.571223095,8563.60252344,-0.69,2.61861278498,1997-04-01T06:07:06.040000Z,Counts
4,75.19,4,-1.69464034947,-2.85723147295,3.6,1.5,1.0,22085711.9822,1997-04-01T06:07:06.040000Z,MV.MBRY..SHZ,4.9,5.8,1729.53021323,0,268.474957894,2.5,4281.46993366,17.08,100.0,5.22,-178.692702406,3374.14341306,-0.221725825777,1.90908734991,-4281.46993366,658.900784767,658.900747461,187.392808915,4281.46993366,-0.08,2.47551034432,1997-04-01T06:07:06.040000Z,Counts
5,75.19,5,-1.26028430298,-2.24011481746,2.9,0.6,1.0,34292378.2231,1997-04-01T06:07:06.040000Z,MV.MBGE..SHZ,5.93,5.0,1732.56034038,0,314.992738551,1.8,5118.49440172,15.61,100.0,5.28,-282.354928076,5118.49440172,0.483261079283,5.05561356001,-3763.11502439,821.037748982,821.037606758,246.122227605,5118.49440172,0.35,2.9542950294,1997-04-01T06:07:06.040000Z,Counts
6,75.19,6,-2.68279636312,-3.68189853157,2.8,0.6,1.0,267054427.798,1997-04-01T06:07:06.040000Z,MV.MBGE..SHN,12.56,3.1,6009.56210356,0,818.46238215,1.6,17516.4399526,16.13,100.0,5.39,-482.525796022,17516.4399526,-1.01835062097,2.08863873505,-14295.210061,2291.20640233,2291.20617602,492.405314705,17516.4399526,0.43,2.91476145029,1997-04-01T06:07:06.040000Z,Counts
7,75.19,7,-2.71121979686,-3.95069650462,3.0,0.4,1.0,270876139.432,1997-04-01T06:07:06.040000Z,MV.MBGE..SHE,6.54,3.0,5148.9907297,0,848.181627729,1.6,11892.9579263,18.59,100.0,5.42,-556.712517717,11892.9579263,2.01540031038,-19.5745294272,-11471.6707406,2307.54244532,2307.5415652,493.257720669,11892.9579263,0.28,2.30976487444,1997-04-01T06:07:06.040000Z,Counts
8,75.19,8,-1.16490675246,-3.13042382486,3.4,0.4,1.0,19647859.4748,1997-04-01T06:07:06.040000Z,MV.MBGH..SHZ,6.01,5.4,1941.51187369,0,230.015413291,1.8,3688.0024302,16.64,100.0,5.25,-244.965224093,3688.0024302,-1.06844627566,6.17354480563,-2957.95477482,621.472540559,621.471622113,241.545694721,3688.0024302,0.14,1.89955182875,1997-04-01T06:07:06.040000Z,Counts
9,75.19,9,-2.26793162059,-4.08296488983,3.1,0.7,1.0,171251966.478,1997-04-01T06:07:06.040000Z,MV.MBGH..SHN,7.08,3.9,4165.13728651,0,735.831127388,1.9,12299.6816866,22.62,100.0,5.41,-628.831369248,9759.62239842,-0.350108929533,-7.17033966086,-12299.6816866,1834.77201016,1834.77197676,568.798245746,12299.6816866,-0.04,2.95300750984,1997-04-01T06:07:06.040000Z,Counts
10,75.19,10,-2.66543352178,-4.31899083341,3.3,0.8,1.0,107356931.282,1997-04-01T06:07:06.040000Z,MV.MBGH..SHE,3.66,3.6,3434.54433784,0,603.243596844,2.1,7372.47547562,16.15,100.0,5.39,-481.147100511,7372.47547562,0.794844677765,-3.99402939124,-5918.67189338,1452.71147544,1452.71125799,472.038960396,7372.47547562,0.16,2.14656581788,1997-04-01T06:07:06.040000Z,Counts
11,75.19,11,-2.64588985559,-3.81211971677,3.0,0.9,1.0,4326378.05837,1997-04-01T06:07:06.040000Z,MV.MBWH..SHZ,7.91,3.5,949.750066898,0,111.493728518,1.9,1833.98730685,17.86,100.0,5.01,-64.3158862166,1496.90375087,-0.0730142906029,0.916865851167,-1833.98730685,291.626211742,291.626202602,62.6888890649,1833.98730685,-0.31,1.93102098202,1997-04-01T06:07:06.040000Z,Counts
12,75.19,12,-1.6171645459,-2.53269412442,3.0,1.0,1.0,110246765.416,1997-04-01T06:07:06.040000Z,MV.MBBE..SHZ,5.61,4.0,4404.67269022,0,604.347540937,1.9,8152.49183585,15.96,100.0,5.37,-469.436877458,6924.39267651,1.09731206774,22.8214214344,-8152.49183585,1472.13368706,1472.1332781,450.929645162,8152.49183585,-0.29,1.85087347215,1997-04-01T06:07:06.040000Z,Counts
13,75.19,13,-2.14160199086,-3.07439373451,3.1,0.7,1.0,416145366.99,1997-04-01T06:07:06.040000Z,MV.MBBE..SHN,12.05,3.2,4707.73371101,0,1052.23102789,1.8,21327.4715761,18.22,100.0,5.45,-687.87195523,17274.8291624,-1.03620551818,2.74051857004,-21327.4715761,2860.13712108,2860.13693337,849.422570872,21327.4715761,-0.75,4.5303054262,1997-04-01T06:07:06.040000Z,Counts
14,75.19,14,-2.19375917092,-3.06531250305,2.8,0.8,1.0,301060896.138,1997-04-01T06:07:06.040000Z,MV.MBBE..SHE,4.77,3.1,4971.90489739,0,1020.76571063,1.8,11410.8480935,16.4,100.0,5.44,-725.750920208,10873.650675,-1.65155958474,7.98948901947,-11410.8480935,2432.71648268,2432.71592207,721.557665199,11410.8480935,-0.12,2.29506563962,1997-04-01T06:07:06.040000Z,Counts
15,75.19,15,-2.2937785448,-3.35436786133,2.2,0.0,1.0,4348486.20605,1997-04-01T06:07:06.040000Z,MV.MBGB..SHZ,2.2,3.8,737.163511164,0,145.371204985,1.0,1276.42225266,21.89,100.0,5.11,-155.440784085,1258.36479012,0.0132921312057,-2.0804467213,-1276.42225266,292.370379227,292.370378925,157.423926372,1276.42225266,-0.08,1.73153205948,1997-04-01T06:07:06.040000Z,Counts
16,75.19,16,-3.59301876283,-4.66091172465,2.7,0.6,1.0,50165488.1329,1997-04-01T06:07:06.040000Z,MV.MBGB..SHN,4.47,2.8,2569.37388622,0,442.802967026,1.6,4871.62698965,17.14,100.0,5.34,-368.957255348,4871.62698965,-0.324535697938,-6.9962503474,-4390.38204975,993.040232151,993.04017912,368.895118745,4871.62698965,0.24,1.89603662425,1997-04-01T06:07:06.040000Z,Counts
17,75.19,17,-3.04699146719,-4.44705800986,2.7,0.1,1.0,25155158.0428,1997-04-01T06:07:06.040000Z,MV.MBGB..SHE,3.19,2.9,2151.96899627,0,316.35447634,1.5,3081.50050196,19.05,100.0,5.32,-311.388811375,3050.01212548,-3.06397979868,-18.872564014,-3081.50050196,703.19835769,703.191682463,284.606682611,3081.50050196,0.14,1.43194465501,1997-04-01T06:07:06.040000Z,Counts
0,75.19,0,-0.981320646795,-2.25717494705,2.9,0.7,1.0,20554446.1387,1997-04-01T06:59:30.040000Z,MV.MBGA..SHZ,9.89,5.5,1389.0565783,0,230.186098314,1.8,4304.3851738,11.49,100.0,5.19,-204.670985312,4068.62150278,1.86766422907,-6.30677624241,-4304.3851738,662.145407349,662.142773353,175.120370856,4304.3851738,0.26,3.09878318927,1997-04-01T06:59:30.040000Z,Counts
1,75.19,1,-2.43772102966,-3.57472041077,3.0,1.0,1.0,129588750.599,1997-04-01T06:59:30.040000Z,MV.MBGA..SHN,7.26,3.7,4706.79894231,0,671.989690827,2.1,9199.86584403,15.17,100.0,5.35,-471.612550158,9199.86584403,-0.0724762581826,13.8294351589,-8879.60768678,1662.58605345,1662.58605187,476.33444016,9199.86584403,0.03,1.95459078596,1997-04-01T06:59:30.040000Z,Counts
2,75.19,2,-2.59865359803,-3.73497127765,3.0,1.0,1.0,136016866.927,1997-04-01T06:59:30.040000Z,MV.MBGA..SHE,9.18,3.5,4446.95049649,0,683.217765718,2.1,10444.1501514,12.63,100.0,5.35,-484.945195599,10444.1501514,-2.06012218734,-17.4232959978,-8107.07742951,1703.32242916,1703.32118332,476.397281583,10444.1501514,0.52,2.3486094931,1997-04-01T06:59:30.040000Z,Counts
3,75.19,3,-1.41909454599,-2.58345483164,3.6,1.0,1.0,20666015.5652,1997-04-01T06:59:30.040000Z,MV.MBLG..SHZ,15.14,4.8,1767.65295139,0,219.168502131,2.3,5181.17822068,12.45,100.0,5.15,-166.602036347,4966.61722604,0.964035476567,6.93759147857,-5181.17822068,663.940036245,663.939336359,189.887046552,5181.17822068,-0.73,2.93110602769,1997-04-01T06:59:30.040000Z,Counts
4,75.19,4,-0.825382555869,-1.99191260269,3.6,1.2,1.0,5166358.95871,1997-04-01T06:59:30.040000Z,MV.MBRY..SHZ,2.8,7.1,776.445162734,0,138.136773204,2.5,1592.94995554,16.29,100.0,5.08,-132.199834365,1427.82354057,-0.182058016476,3.79999395188,-1592.94995554,331.96536182,331.965311898,144.828145068,1592.94995554,-0.17,2.05159363725,1997-04-01T06:59:30.040000Z,Counts
5,75.19,5,-0.755653823273,-1.46073021134,2.7,0.6,1.0,12292006.1601,1997-04-01T06:59:30.040000Z,MV.MBGE..SHZ,3.57,5.5,1215.43701334,0,224.039676235,1.6,2490.2608109,16.04,100.0,5.2,-229.503070213,2490.2608109,0.0632456232048,-3.2629449022,-2260.28181701,512.049405633,512.049401727,231.539861044,2490.2608109,0.33,2.0488604375,1997-04-01T06:59:30.040000Z,Counts
6,75.19,6,-2.17389615426,-2.79805501526,2.6,0.6,1.0,91057592.0902,1997-04-01T06:59:30.040000Z,MV.MBGE..SHN,8.35,3.3,2774.46310898,0,577.316726385,1.6,8695.3249844,15.36,100.0,5.34,-426.547266693,8695.3249844,-5.04627515669,-24.867136976,-7465.33266233,1393.6655428,1393.65640683,445.064589415,8695.3249844,0.3,3.13405680409,1997-04-01T06:59:30.040000Z,Counts
7,75.19,7,-2.19486351367,-3.14148820584,2.8,0.3,1.0,84678004.6347,1997-04-01T06:59:30.040000Z,MV.MBGE..SHE,6.07,3.2,3513.18898024,0,544.457402957,1.5,8115.96277902,17.81,100.0,5.36,-460.626150155,8115.96277902,-1.90372534939,30.9511116591,-6165.90328067,1343.95828714,1343.95693882,471.770582903,8115.96277902,0.38,2.31014124907,1997-04-01T06:59:30.040000Z,Counts
8,75.19,8,-0.552671639566,-2.52711668509,3.0,0.0,1.0,6706510.61998,1997-04-01T06:59:30.040000Z,MV.MBGH..SHZ,3.33,6.2,803.667908927,0,151.374846406,1.3,1845.41597361,18.01,100.0,5.16,-195.48921035,1845.41597361,2.06454542696,5.07369378661,-1830.19922966,378.223744624,378.218109891,200.630387255,1845.41597361,0.09,2.29624195904,1997-04-01T06:59:30.040000Z,Counts
9,75.19,9,-1.66558991835,-3.47674443448,2.9,0.6,1.0,53560951.898,1997-04-01T06:59:30.040000Z,MV.MBGH..SHN,3.85,4.5,2827.30979074,0,481.440988571,1.8,5884.25312721,21.86,100.0,5.35,-484.257712286,5378.3170784,-3.9193194462,-26.0734221283,-5884.25312721,1068.86935335,1068.86216766,483.201403166,5884.25312721,-0.01,2.08121980354,1997-04-01T06:59:30.040000Z,Counts
10,75.19,10,-2.19129689284,-3.79962814043,2.9,0.6,1.0,36658111.535,1997-04-01T06:59:30.040000Z,MV.MBGH..SHE,2.79,3.8,1633.99105728,0,417.067604805,1.8,4495.67424426,15.0,100.0,5.33,-448.034163773,3944.49184754,1.71188630362,2.38008880365,-4495.67424426,884.271292141,884.269635094,481.273068392,4495.67424426,-0.11,2.75134568469,1997-04-01T06:59:30.040000Z,Counts
11,75.19,11,-2.08480863258,-3.25511338336,2.8,0.7,1.0,1032255.54336,1997-04-01T06:59:30.040000Z,MV.MBWH..SHZ,6.1,4.0,392.055862985,0,65.5987625683,1.8,937.721707813,17.06,100.0,4.85,-59.5644258026,648.046801239,0.0461867332269,-2.39831860607,-937.721707813,148.386398323,148.386391135,59.070085339,937.721707813,-0.19,2.39180636319,1997-04-01T06:59:30.040000Z,Counts
12,75.19,12,-0.958050859988,-1.87344028615,3.0,0.9,1.0,40648521.676,1997-04-01T06:59:30.040000Z,MV.MBBE..SHZ,6.8,4.8,1709.55245727,0,383.495016695,1.9,5857.05691728,15.17,100.0,5.3,-382.007402755,4813.41892595,-0.828398808039,-0.181350467345,-5857.05691728,931.156886602,931.156518112,373.696259068,5857.05691728,-0.12,3.42607615951,1997-04-01T06:59:30.040000Z,Counts
13,75.19,13,-1.62049355532,-2.63086596895,2.8,0.6,1.0,156152649.063,1997-04-01T06:59:30.040000Z,MV.MBBE..SHN,9.59,3.5,4454.0808426,0,772.726522411,1.6,12919.5919852,17.45,100.0,5.4,-753.364218018,11006.6268847,1.83097326258,68.8543062394,-12919.5919852,1825.05165053,1825.05073207,795.691796415,12919.5919852,-0.53,2.90061910454,1997-04-01T06:59:30.040000Z,Counts
14,75.19,14,-1.56254203288,-2.47753926122,2.7,0.7,1.0,110764476.264,1997-04-01T06:59:30.040000Z,MV.MBBE..SHE,4.48,3.6,4394.39026399,0,684.43750168,1.6,7463.84009265,18.87,100.0,5.38,-585.294404466,7463.84009265,-0.449539155428,-15.5855546615,-6836.6026088,1537.09507453,1537.0950088,668.088590691,7463.84009265,-0.16,1.69849277016,1997-04-01T06:59:30.040000Z,Counts
15,75.19,15,-1.95246190058,-2.93721757791,2.1,0.0,1.0,1927463.28675,1997-04-01T06:59:30.040000Z,MV.MBGB..SHZ,1.62,4.1,495.001864521,0,107.785607732,1.0,901.636943819,15.07,100.0,5.07,-116.997752174,739.712469096,-2.0900484837,0.415340235573,-901.636943819,202.765255414,202.754483305,116.126591719,901.636943819,-0.08,1.8214819144,1997-04-01T06:59:30.040000Z,Counts
16,75.19,16,-3.18601383687,-4.09676833491,2.6,0.4,1.0,17709375.678,1997-04-01T06:59:30.040000Z,MV.MBGB..SHN,2.99,3.0,1291.0719029,0,308.595763962,1.6,3216.80216981,19.75,100.0,5.26,-312.802876311,3216.80216981,-0.115881961542,-15.4911049672,-2831.09196189,614.613516855,614.613505931,320.325461471,3216.80216981,0.22,2.49157476248,1997-04-01T06:59:30.040000Z,Counts
17,75.19,17,-2.53405518915,-3.73889185946,2.4,0.0,1.0,9714663.30706,1997-04-01T06:59:30.040000Z,MV.MBGB..SHE,1.92,3.1,1117.92628702,0,227.858719241,1.2,2042.31142417,19.98,100.0,5.22,-247.622276328,1802.35797395,-1.76178290175,-12.5832506438,-2042.31142417,455.212687897,455.209278621,246.37913231,2042.31142417,0.1,1.82687485561,1997-04-01T06:59:30.040000Z,Counts
0,75.19,0,-1.50809995601,-2.8140684803,3.1,0.9,1.0,100733119.345,1997-04-01T07:55:34.040000Z,MV.MBGA..SHZ,11.43,4.2,3895.50494567,0,462.525242496,2.1,9794.73530049,12.74,100.0,5.29,-246.69369898,8886.93766355,0.295719310331,0.956852831791,-9794.73530049,1407.18262478,1407.18259371,243.656259906,9794.73530049,-0.1,2.51436859588,1997-04-01T07:55:34.040000Z,Counts
1,75.19,1,-2.66253591619,-4.11474727032,3.2,1.2,1.0,473591593.331,1997-04-01T07:55:34.040000Z,MV.MBGA..SHN,9.53,3.3,7421.3833427,0,1181.91075009,2.2,19597.7906696,12.36,100.0,5.43,-641.813544993,19460.4505775,0.768888581508,10.2573245365,-19597.7906696,3051.16936343,3051.16926655,648.320899108,19597.7906696,-0.39,2.6407193598,1997-04-01T07:55:34.040000Z,Counts
2,75.19,2,-2.98767241159,-4.31082393829,3.2,1.3,1.0,672626971.715,1997-04-01T07:55:34.040000Z,MV.MBGA..SHE,11.83,3.1,7911.9045432,0,1343.33237122,2.3,24430.5633561,16.54,100.0,5.42,-576.888352447,24430.5633561,0.369157646934,-9.55502904172,-22599.781954,3636.23097274,3636.230954,572.451210033,24430.5633561,-0.02,3.08782332025,1997-04-01T07:55:34.040000Z,Counts
3,75.19,3,-2.38517435005,-3.7556565403,3.5,1.3,1.0,140970718.295,1997-04-01T07:55:34.040000Z,MV.MBLG..SHZ,13.44,3.8,3563.47723489,0,555.861612246,2.5,11169.4316819,14.55,100.0,5.3,-241.099317976,10695.146066,-0.846260678403,2.59624474512,-11169.4316819,1664.6723997,1664.6721846,246.508750824,11169.4316819,-0.72,3.1344192612,1997-04-01T07:55:34.040000Z,Counts
4,75.19,4,-2.25013696823,-3.63065830691,3.5,1.5,1.0,31027174.8361,1997-04-01T07:55:34.040000Z,MV.MBRY..SHZ,4.27,5.0,1868.41224691,0,325.272851779,2.5,4364.31950096,17.5,100.0,5.25,-190.474493041,3772.78153973,-0.331208609431,2.30408718499,-4364.31950096,780.971956168,780.971885935,198.925410407,4364.31950096,-0.05,2.33584398099,1997-04-01T07:55:34.040000Z,Counts
5,75.19,5,-1.30016489533,-2.18806586903,3.1,0.8,1.0,54331840.1846,1997-04-01T07:55:34.040000Z,MV.MBGE..SHZ,6.29,4.8,2468.70927445,0,389.086376057,1.9,5409.0386401,16.04,100.0,5.32,-303.497626909,5409.0386401,0.560417823262,-3.85135232444,-5045.08220731,1033.45490284,1033.45475089,276.874809934,5409.0386401,0.29,2.19103913778,1997-04-01T07:55:34.040000Z,Counts
6,75.19,6,-2.50093558068,-3.45905753064,2.9,0.7,1.0,377597584.369,1997-04-01T07:55:34.040000Z,MV.MBGE..SHN,11.44,3.0,5721.83009753,0,939.281641074,1.8,18985.3665428,16.6,100.0,5.4,-455.81274721,18985.3665428,2.12170876187,13.201506402,-15373.4685409,2724.45052894,2724.44970278,544.763133412,18985.3665428,0.07,3.31805842173,1997-04-01T07:55:34.040000Z,Counts
7,75.19,7,-2.77798441198,-3.91130768882,3.0,0.5,1.0,435875899.68,1997-04-01T07:55:34.040000Z,MV.MBGE..SHE,6.52,2.9,7433.28843981,0,1081.42127702,1.6,16628.1615029,16.32,100.0,5.43,-682.972616409,16628.1615029,0.146343405326,-35.3161913819,-13042.3052739,2927.15520943,2927.15520578,620.717569211,16628.1615029,0.55,2.23698590974,1997-04-01T07:55:34.040000Z,Counts
8,75.19,8,-1.46516469838,-3.62478725679,3.2,0.6,1.0,34294975.6323,1997-04-01T07:55:34.040000Z,MV.MBGH..SHZ,9.95,4.7,1906.68536782,0,302.139383127,2.1,5974.34425393,15.91,100.0,5.28,-250.723277192,5087.97904447,-0.195004118378,7.32363690742,-5974.34425393,821.068842344,821.068819187,272.495826562,5974.34425393,-0.48,3.13336660298,1997-04-01T07:55:34.040000Z,Counts
9,75.19,9,-2.60029030698,-4.43501169639,3.0,0.9,1.0,288568474.581,1997-04-01T07:55:34.040000Z,MV.MBGH..SHN,6.56,3.5,6548.51354434,0,987.318143746,1.9,14614.4509703,22.84,100.0,5.44,-670.72399817,14614.4509703,3.29543885171,10.2596132802,-14142.9297383,2381.70936603,2381.70708617,689.486395123,14614.4509703,0.05,2.23172035475,1997-04-01T07:55:34.040000Z,Counts
10,75.19,10,-2.96391063441,-4.76603559995,3.1,0.9,1.0,213805060.541,1997-04-01T07:55:34.040000Z,MV.MBGH..SHE,4.58,3.1,5790.81670977,0,850.073972534,2.1,11029.2072441,21.52,100.0,5.42,-498.168226782,9613.32026206,-1.09469610555,0.122696277055,-11029.2072441,2050.09182017,2050.0915279,624.233695773,11029.2072441,-0.18,1.90460306325,1997-04-01T07:55:34.040000Z,Counts
11,75.19,11,-3.05847196491,-4.33064003319,3.0,1.1,1.0,8066688.90235,1997-04-01T07:55:34.040000Z,MV.MBWH..SHZ,7.14,3.1,1358.57722689,0,157.94867442,2.1,2144.28723165,15.44,100.0,5.08,-77.331869395,1953.69519337,-0.341637806752,1.16187313067,-2144.28723165,398.209830249,398.209683697,76.8852762252,2144.28723165,-0.15,1.57833297158,1997-04-01T07:55:34.040000Z,Counts
12,75.19,12,-1.94776318365,-2.85301203127,3.0,1.1,1.0,179848010.724,1997-04-01T07:55:34.040000Z,MV.MBBE..SHZ,5.09,3.9,4754.4720227,0,781.731249321,2.1,9856.32447075,16.39,100.0,5.4,-512.528882259,8210.33315347,-1.30344603346,26.0041257218,-9856.32447075,1880.25668713,1880.25623534,543.767856669,9856.32447075,-0.36,2.07306393301,1997-04-01T07:55:34.040000Z,Counts
13,75.19,13,-2.48786961858,-3.56404300988,3.0,0.7,1.0,772168707.703,1997-04-01T07:55:34.040000Z,MV.MBBE..SHN,17.03,3.0,9513.27822163,0,1375.35477165,1.9,35193.5631442,18.66,100.0,5.46,-886.199999074,22146.5571451,-0.0771164819646,33.0147944227,-35193.5631442,3896.01321723,3896.01321646,949.069108055,35193.5631442,-1.24,3.69941489403,1997-04-01T07:55:34.040000Z,Counts
14,75.19,14,-2.51283396356,-3.44747022831,2.9,0.9,1.0,477463759.14,1997-04-01T07:55:34.040000Z,MV.MBBE..SHE,5.65,3.1,7112.82976598,0,1266.39513831,1.9,18178.4660713,16.84,100.0,5.46,-852.866350707,12351.6390978,-1.14410817938,39.3021534466,-18178.4660713,3063.61741198,3063.61719835,839.727994312,18178.4660713,-0.21,2.55572910773,1997-04-01T07:55:34.040000Z,Counts
15,75.19,15,-2.36981501428,-3.4554210232,2.4,0.0,1.0,5435257.43527,1997-04-01T07:55:34.040000Z,MV.MBGB..SHZ,2.28,3.4,703.935058619,0,154.358767453,1.2,1526.32231227,16.32,100.0,5.14,-170.642856066,1130.40448357,-0.893099898261,-7.74356278425,-1526.32231227,326.86948748,326.868267376,174.175807148,1526.32231227,-0.17,2.16827148127,1997-04-01T07:55:34.040000Z,Counts
16,75.19,16,-3.99243273813,-5.03351051315,2.8,0.9,1.0,112015411.841,1997-04-01T07:55:34.040000Z,MV.MBGB..SHN,4.68,2.5,4038.58983762,0,647.195815597,1.9,7341.17496787,21.28,100.0,5.38,-464.792664939,7137.29844158,1.22757577722,3.46486082216,-7341.17496787,1483.89514069,1483.89463293,427.163096045,7341.17496787,0.11,1.81775700505,1997-04-01T07:55:34.040000Z,Counts
17,75.19,17,-3.41989090923,-4.87327222937,2.9,0.6,1.0,52992536.3217,1997-04-01T07:55:34.040000Z,MV.MBGB..SHE,4.45,2.7,2518.08613239,0,420.086619338,1.8,4811.59850687,21.52,100.0,5.33,-309.603637308,4811.59850687,1.52257922945,-5.40267692189,-4802.66967924,1020.63786361,1020.63672792,305.553457027,4811.59850687,0.01,1.91081569649,1997-04-01T07:55:34.040000Z,Counts
