,Fs,Unnamed: 0,bandratio_[0.8_4.0_16.0],bandratio_[1.0_6.0_11.0],bw_max,bw_min,calib,energy,filetime,id,kurtosis,medianF,noise_level,num_gaps,peakA,peakF,peakamp,peaktime,percent_availability,quality,sample_lower_quartile,sample_max,sample_mean,sample_median,sample_min,sample_rms,sample_stdev,sample_upper_quartile,signal_level,skewness,snr,starttime,units
3,75.19,3,0.721976958191,-0.969676282837,5.5,1.0,1.0,15386841573.7,1998-10-26T04:51:03.040000Z,MV.MBLG..SHZ,4.76,8.7,18645.1871997,0,2376.65170799,3.2,72910.0102886,19.87,100.0,5.89,-5207.62634758,71347.2820645,-4.26108793545,-21.7921039682,-72910.0102886,11290.9755423,11290.9747383,5194.26604667,72910.0102886,-0.04,3.9103930418,1998-10-26T04:51:03.040000Z,Counts
4,75.19,4,0.450732975571,-0.963009785166,4.2,1.3,1.0,6050509210.22,1998-10-26T04:51:03.040000Z,MV.MBSS..SHZ,2.81,6.5,12624.6512868,0,1763.22532468,2.5,41884.2478342,20.12,100.0,5.86,-3455.04891424,41884.2478342,-2.71351073443,-5.86032301041,-34328.642791,7080.31677799,7080.31625802,3378.90865839,41884.2478342,0.08,3.31765582136,1998-10-26T04:51:03.040000Z,Counts
5,75.19,5,-0.0780826712367,-1.71748631243,3.6,2.0,1.0,17342906970.6,1998-10-26T04:51:03.040000Z,MV.MBGH..SHZ,7.04,5.2,26306.5341644,0,3068.47621809,2.8,82119.3027912,18.73,100.0,5.89,-5055.09020432,82119.3027912,-0.692948795111,17.8890566038,-73552.4786232,11987.1978318,11987.1978118,4910.68937253,82119.3027912,0.22,3.1216313893,1998-10-26T04:51:03.040000Z,Counts
6,75.19,6,-1.36695652978,-2.41843501899,3.5,1.2,1.0,80034134940.6,1998-10-26T04:51:03.040000Z,MV.MBGH..SHN,5.11,4.1,45913.7929788,0,7256.23882856,2.8,155626.049022,25.68,100.0,5.92,-10037.2211324,155626.049022,-39.4466225512,-14.371004749,-135657.545097,25751.0150779,25750.9848648,10641.4019727,155626.049022,0.08,3.38952717528,1998-10-26T04:51:03.040000Z,Counts
7,75.19,7,-1.28951947502,-2.60976681632,3.6,1.7,1.0,78545404769.3,1998-10-26T04:51:03.040000Z,MV.MBGH..SHE,5.38,4.1,51260.8019042,0,7738.65709965,2.9,164179.195037,21.05,100.0,5.92,-10409.8094399,164179.195037,-4.41075775733,-56.5567053874,-156474.295317,25510.3910868,25510.3907055,10250.1751534,164179.195037,0.06,3.2028214335,1998-10-26T04:51:03.040000Z,Counts
8,75.19,8,-0.456822350167,-1.89483919591,2.9,1.2,1.0,1349783252.0,1998-10-26T04:51:03.040000Z,MV.MBWH..SHZ,6.43,5.5,6099.27873414,0,966.398254397,2.1,26528.1629124,23.39,100.0,5.75,-1306.75853923,20292.3722592,-0.807255983439,-1.8046330545,-26528.1629124,3344.1730536,3344.17295617,1315.53864995,26528.1629124,-0.19,4.34939343957,1998-10-26T04:51:03.040000Z,Counts
9,75.19,9,-0.917076909094,-2.10329657057,2.0,0.5,1.0,2263735913.17,1998-10-26T04:51:03.040000Z,MV.MBGB..SHZ,3.43,3.7,10912.003473,0,1391.81192559,1.0,25201.1881267,21.69,100.0,5.82,-1992.88662621,21625.483535,-21.9959038036,-1.7477230672,-25201.1881267,4330.81473717,4330.75887899,1871.13670032,25201.1881267,-0.06,2.30949231174,1998-10-26T04:51:03.040000Z,Counts
10,75.19,10,-2.13297460375,-3.24649481991,2.8,0.6,1.0,13116176501.1,1998-10-26T04:51:03.040000Z,MV.MBGB..SHN,5.09,3.0,24277.896335,0,3179.71445188,1.9,70159.1894966,24.88,100.0,5.89,-4340.17136686,70159.1894966,-3.75179742605,-11.833909332,-62646.0718311,10424.6228496,10424.6221744,4168.63306494,70159.1894966,0.06,2.88983808681,1998-10-26T04:51:03.040000Z,Counts
11,75.19,11,-2.12987283602,-3.16296508381,2.8,0.6,1.0,11149236083.4,1998-10-26T04:51:03.040000Z,MV.MBGB..SHE,4.66,3.0,20851.5343715,0,3058.02928763,1.8,64203.3648244,27.48,100.0,5.89,-4248.96010967,64203.3648244,4.74912532706,91.6288072483,-57992.066217,9611.23688725,9611.23571392,4292.69403735,64203.3648244,0.2,3.07907148129,1998-10-26T04:51:03.040000Z,Counts
12,75.19,12,0.26589066037,-0.852150482914,2.9,0.9,1.0,105616190.561,1998-10-26T04:51:03.040000Z,MV.MBMH..SHZ,5.47,6.2,1805.76533284,0,242.937149884,1.7,6815.24006303,20.12,100.0,5.51,-382.332313043,5917.23814141,-0.937610126262,6.17463194603,-6815.24006303,935.453006347,935.45253646,417.356005071,6815.24006303,-0.2,3.77415599861,1998-10-26T04:51:03.040000Z,Counts
0,75.19,0,0.442119573056,-1.24438548939,3.8,2.8,1.0,9920814287.58,1998-10-29T01:51:41.040000Z,MV.MBRY..SHZ,44.31,7.0,14386.1453894,0,1562.4844568,3.3,126835.036392,19.7,100.0,4.73,-571.281925133,126835.036392,-0.103154404164,-3.01734414757,-101222.34619,9066.30626178,9066.30626119,596.066847442,126835.036392,0.2,8.81647119215,1998-10-29T01:51:41.040000Z,Counts
1,75.19,1,0.008094950868,-1.75286314735,4.7,1.1,1.0,35601513684.8,1998-10-29T01:51:41.040000Z,MV.MBRY..SHN,29.83,5.8,39298.5430681,0,2607.97338779,1.8,214666.375013,22.1,100.0,4.83,-1302.29783693,145643.260961,2.38497850478,10.2954843713,-214666.375013,17174.7710863,17174.7709208,1378.11475479,214666.375013,-1.18,5.46245123238,1998-10-29T01:51:41.040000Z,Counts
2,75.19,2,-0.253885204474,-2.02749043279,3.8,1.7,1.0,29052074618.8,1998-10-29T01:51:41.040000Z,MV.MBRY..SHE,21.76,6.0,32640.5673947,0,2694.24235475,3.4,137272.01667,20.87,100.0,4.81,-1189.03008461,137272.01667,0.956919068425,11.7034320739,-123410.048463,15514.7685461,15514.7685166,1100.67006917,137272.01667,0.13,4.20556465855,1998-10-29T01:51:41.040000Z,Counts
3,75.19,3,1.46583448877,-0.645592006212,6.6,2.8,1.0,12781047179.9,1998-10-29T01:51:41.040000Z,MV.MBLG..SHZ,33.8,10.1,21205.0550212,0,1377.30488807,3.4,129366.798815,20.31,100.0,4.73,-784.772540013,119974.042366,-0.0548441702156,1.30972716602,-129366.798815,10290.5821635,10290.5821633,769.963643901,129366.798815,-0.17,6.10075280094,1998-10-29T01:51:41.040000Z,Counts
4,75.19,4,1.07848879361,-0.602087982365,7.1,2.0,1.0,1811293993.42,1998-10-29T01:51:41.040000Z,MV.MBSS..SHZ,19.5,7.8,9190.96522914,0,571.794597753,3.4,43231.2422862,23.07,100.0,4.64,-440.766098606,43231.2422862,-0.0460839750288,5.24847490473,-33187.5351728,3873.92491605,3873.92491577,421.135732117,43231.2422862,0.57,4.70366726545,1998-10-29T01:51:41.040000Z,Counts
5,75.19,5,0.20197083439,-1.70713072042,4.9,2.5,1.0,7322221335.77,1998-10-29T01:51:41.040000Z,MV.MBGH..SHZ,27.69,5.9,16469.3238004,0,1338.78462062,3.3,85204.7630654,22.22,100.0,4.72,-559.206890009,76864.9939484,-0.0213144565984,6.28088618497,-85204.7630654,7788.93629587,7788.93629584,622.165316961,85204.7630654,-0.34,5.17354349807,1998-10-29T01:51:41.040000Z,Counts
6,75.19,6,-1.01458729505,-2.40282886596,3.8,1.6,1.0,22973419059.3,1998-10-29T01:51:41.040000Z,MV.MBGH..SHN,23.21,4.7,27224.8509841,0,2661.89963161,3.3,150319.958184,23.91,100.0,4.8,-1267.12408336,140032.897728,1.77990051782,-29.5522421486,-150319.958184,13796.5196197,13796.5195049,1133.34154151,150319.958184,0.39,5.52142446149,1998-10-29T01:51:41.040000Z,Counts
7,75.19,7,-0.799749095687,-2.4483621068,3.8,2.8,1.0,25073792701.3,1998-10-29T01:51:41.040000Z,MV.MBGH..SHE,19.34,4.8,26776.1896492,0,3280.79009131,3.4,147853.749952,21.51,100.0,4.81,-1218.32081229,147853.749952,-1.88146093649,8.27979359024,-121752.071196,14413.410014,14413.4098912,1182.63770855,147853.749952,0.14,5.52183682178,1998-10-29T01:51:41.040000Z,Counts
8,75.19,8,-0.0257356678368,-1.62274225196,2.8,1.4,1.0,182980026.194,1998-10-29T01:51:41.040000Z,MV.MBWH..SHZ,20.9,6.7,2402.2322858,0,241.883322544,2.2,12195.9494748,21.86,100.0,4.43,-118.629199713,12195.9494748,-0.0307748157789,-0.656765599495,-10702.2209445,1231.28494192,1231.28494154,121.519995937,12195.9494748,-0.03,5.07692347109,1998-10-29T01:51:41.040000Z,Counts
9,75.19,9,-0.35311957045,-2.05584116363,3.8,0.8,1.0,662144355.428,1998-10-29T01:51:41.040000Z,MV.MBGB..SHZ,22.65,4.6,4822.37081277,0,389.94901038,1.4,23475.5115908,22.16,100.0,5.56,-237.060773917,23475.5115908,0.412674203166,-1.95281313319,-19886.1574405,2342.24902127,2342.24898492,248.482376134,23475.5115908,-0.02,4.86804364538,1998-10-29T01:51:41.040000Z,Counts
10,75.19,10,-1.70526230258,-3.12388763415,3.5,1.0,1.0,3522258784.6,1998-10-29T01:51:41.040000Z,MV.MBGB..SHN,23.78,3.5,8422.84979475,0,1043.79475727,2.3,52543.4558938,25.11,100.0,5.73,-592.779015423,46862.9489171,0.395746159852,-5.8422694908,-52543.4558938,5402.15891966,5402.15890516,609.038061027,52543.4558938,-0.84,6.23820407275,1998-10-29T01:51:41.040000Z,Counts
11,75.19,11,-1.90989516324,-3.27665248744,2.8,1.1,1.0,4146137783.87,1998-10-29T01:51:41.040000Z,MV.MBGB..SHE,28.49,3.5,13787.5371332,0,1191.40631667,2.2,68012.7570007,25.06,100.0,5.71,-527.654710815,68012.7570007,-0.275101339981,27.3873450201,-52035.74473,5861.09270615,5861.0926997,596.604987986,68012.7570007,-0.02,4.93291559932,1998-10-29T01:51:41.040000Z,Counts
12,75.19,12,0.631210281598,-0.583977633067,7.2,0.9,1.0,22345979.6372,1998-10-29T01:51:41.040000Z,MV.MBMH..SHZ,19.42,7.1,944.999444885,0,66.4076018719,2.0,4466.10378231,21.71,100.0,5.22,-75.2126599218,4466.10378231,0.0552936996886,-0.509714022948,-3740.92991597,430.285216309,430.285212756,78.4301579286,4466.10378231,0.2,4.72603852466,1998-10-29T01:51:41.040000Z,Counts
0,75.19,0,0.0610452879789,-1.70064741005,4.6,1.8,1.0,89446268.4405,1999-01-01T08:13:29.040000Z,MV.MBRY..SHZ,1.36,6.2,2679.3244972,0,565.622950453,3.2,8149.94604323,22.16,100.0,5.42,-874.937634746,6924.87560418,-5.66009980911,-15.9314998043,-8149.94604323,1411.64101239,1411.62966501,848.134664858,8149.94604323,-0.05,3.04179133649,1999-01-01T08:13:29.040000Z,Counts
1,75.19,1,1.27686525269,-0.301120451664,2.9,0.0,1.0,893131972000.0,1999-01-01T08:13:29.040000Z,MV.MBRY..SHN,686.69,14.3,53507.6892662,0,7462.37530591,1.2,4997904.93881,3.59,100.0,4.46,-2880.13351183,4997904.93881,67.6417513318,33.1164604595,-3776102.08842,141059.055639,141059.039421,3225.67497313,4997904.93881,8.11,93.4053592548,1999-01-01T08:13:29.040000Z,Counts
2,75.19,2,-0.367427291494,-1.92969645941,4.5,1.2,1.0,345436163.039,1999-01-01T08:13:29.040000Z,MV.MBRY..SHE,0.73,5.3,5875.0426681,0,1143.412835,2.5,11039.8802956,15.21,100.0,5.46,-1731.47411565,10712.2693065,4.86087079811,-145.226101453,-11039.8802956,2774.13156776,2774.12730911,1647.79119941,11039.8802956,0.15,1.87911491358,1999-01-01T08:13:29.040000Z,Counts
3,75.19,3,0.536625412602,-0.817329167783,2.2,0.0,1.0,836199.229512,1999-01-01T08:13:29.040000Z,MV.MBMH..SHZ,0.48,6.6,276.877448693,0,52.364363323,1.0,603.653182115,12.91,100.0,4.82,-92.6440667231,603.653182115,-0.376873342606,-1.11112598423,-555.704786206,136.489120518,136.488600207,90.3731058165,603.653182115,-0.01,2.18021794467,1999-01-01T08:13:29.040000Z,Counts
4,75.19,4,1.33105873994,-0.76458762288,7.4,2.7,1.0,80212093.7654,1999-01-01T08:13:29.040000Z,MV.MBSS..SHZ,2.48,7.5,2368.00671876,0,441.177134733,5.6,7088.8191218,14.02,100.0,5.37,-716.018205799,7088.8191218,0.102168804305,10.2187887571,-6488.52748598,1336.78966796,1336.78966405,719.008815127,7088.8191218,0.06,2.99358066243,1999-01-01T08:13:29.040000Z,Counts
5,75.19,5,0.0257223662017,-2.01190678769,5.5,2.0,1.0,39023628.7969,1999-01-01T08:13:29.040000Z,MV.MBGH..SHZ,3.1,6.0,2191.52998142,0,304.153931279,3.2,4375.3091039,19.26,100.0,5.36,-385.425731183,3998.85843461,-2.11819677442,3.04529772597,-4375.3091039,932.410122645,932.407716642,420.156189214,4375.3091039,-0.3,1.99646326585,1999-01-01T08:13:29.040000Z,Counts
6,75.19,6,-1.04606620128,-2.53688215995,4.1,1.3,1.0,136067846.899,1999-01-01T08:13:29.040000Z,MV.MBGH..SHN,2.71,4.8,3600.76862316,0,692.500559255,2.8,8357.07259815,17.89,100.0,5.42,-822.296712158,7342.89512847,-4.12958967921,6.55137150702,-8357.07259815,1741.08875331,1741.08385593,833.773044499,8357.07259815,-0.11,2.32091352507,1999-01-01T08:13:29.040000Z,Counts
7,75.19,7,-1.05197817166,-2.83105293089,4.2,1.7,1.0,169608787.586,1999-01-01T08:13:29.040000Z,MV.MBGH..SHE,3.97,4.6,3923.89877995,0,795.520078536,2.9,10665.5403016,16.69,100.0,5.44,-868.313750588,10665.5403016,-1.26402931052,4.57453333522,-9839.28638418,1943.87049855,1943.87008757,862.826113702,10665.5403016,0.05,2.71809771346,1999-01-01T08:13:29.040000Z,Counts
8,75.19,8,-0.174082682639,-1.83955900394,3.6,1.3,1.0,2772395.07698,1999-01-01T08:13:29.040000Z,MV.MBWH..SHZ,5.57,6.7,486.046326891,0,88.8634896234,2.3,1873.94043425,12.24,100.0,4.99,-114.02465594,1512.83582161,-0.0913104861346,1.94355639318,-1873.94043425,248.525361006,248.525344232,108.650176011,1873.94043425,-0.07,3.85547699998,1999-01-01T08:13:29.040000Z,Counts
9,75.19,9,-0.596963395826,-2.2208658691,1.8,0.0,1.0,6270975.68796,1999-01-01T08:13:29.040000Z,MV.MBGB..SHZ,2.1,4.6,885.391023104,0,172.015037824,0.7,1826.28508375,15.04,100.0,5.25,-208.143920253,1807.21212934,1.61124697045,13.0524474184,-1826.28508375,373.77539779,373.771924944,232.863822682,1826.28508375,-0.29,2.06268759914,1999-01-01T08:13:29.040000Z,Counts
10,75.19,10,-1.5458536842,-3.10421615958,3.1,0.0,1.0,19692372.238,1999-01-01T08:13:29.040000Z,MV.MBGB..SHN,0.81,3.9,1375.69875229,0,293.064009503,0.9,2806.41923482,23.81,100.0,5.36,-434.318976245,2371.62646104,-4.27578743144,-16.7150987108,-2806.41923482,662.357063507,662.343262379,416.346536329,2806.41923482,0.02,2.03999547877,1999-01-01T08:13:29.040000Z,Counts
11,75.19,11,-1.70956113941,-3.15580073877,3.1,0.0,1.0,17873658.7451,1999-01-01T08:13:29.040000Z,MV.MBGB..SHE,0.15,3.9,1114.17877872,0,288.048670827,1.5,2192.48718751,24.55,100.0,5.39,-401.744188503,2192.48718751,-1.43195947016,30.1582409463,-1979.21306923,631.029822867,631.028198133,408.870981587,2192.48718751,-0.1,1.96780555274,1999-01-01T08:13:29.040000Z,Counts
12,75.19,12,0.360888774645,-1.87954905027,5.8,2.3,1.0,154899394.497,1999-01-01T08:13:29.040000Z,MV.MBLG..SHZ,6.94,6.7,4530.83942524,0,621.803820091,4.0,12622.8974654,14.94,100.0,5.38,-741.266067684,12622.8974654,-0.267378833301,-2.56385282077,-12262.6005074,1857.66763141,1857.66761217,706.113006643,12622.8974654,-0.06,2.78599532685,1999-01-01T08:13:29.040000Z,Counts
13,75.19,13,0.316754738892,-0.773565485904,1.9,0.0,1.0,5406839.50874,1999-01-01T08:13:29.040000Z,MV.MBLG.E.BDF,2.08,9.4,777.807333902,0,158.99635681,0.9,1749.65845087,7.54,100.0,5.29,-185.402298393,1749.65845087,-0.478181512919,-7.48337351718,-1729.63663164,347.068255711,347.067926298,173.276760952,1749.65845087,0.08,2.24947538369,1999-01-01T08:13:29.040000Z,Counts
0,75.19,0,-1.4230410301,-2.94892729265,4.0,1.5,1.0,79615109.791,1999-12-11T05:23:09.040000Z,MV.MBRY..SHZ,6.49,4.2,2790.75865461,0,437.494028927,2.8,7019.54903908,17.01,100.0,5.4,-342.249310567,6174.32770535,-1.61762339725,-6.7161422734,-7019.54903908,1215.76680118,1215.76572503,351.827456381,7019.54903908,-0.18,2.51528344362,1999-12-11T05:23:09.040000Z,Counts
1,75.19,1,-2.1773997178,-3.56314237925,3.3,1.2,1.0,571305681.803,1999-12-11T05:23:09.040000Z,MV.MBRY..SHN,5.28,3.3,8027.43882402,0,1297.72217202,2.2,16610.5104882,17.0,100.0,5.49,-859.865095949,16610.5104882,2.04494561796,10.868374851,-16454.7269191,3256.7678522,3256.76721019,832.18905652,16610.5104882,0.01,2.06921670191,1999-12-11T05:23:09.040000Z,Counts
2,75.19,2,-2.19360501006,-3.40278380121,3.2,1.3,1.0,407976655.49,1999-12-11T05:23:09.040000Z,MV.MBRY..SHE,5.3,3.4,7740.75563712,0,1167.19139735,2.2,14505.2854043,15.64,100.0,5.49,-782.31424757,12218.7401518,-0.526648326394,-0.789360117948,-14505.2854043,2752.13787725,2752.13782686,829.890678939,14505.2854043,-0.38,1.87388493892,1999-12-11T05:23:09.040000Z,Counts
3,75.19,3,-0.0333822799107,-1.34126628741,3.9,1.4,1.0,14817076.8642,1999-12-11T05:23:09.040000Z,MV.MBSS..SHZ,7.13,6.2,1016.85290137,0,176.785350501,2.3,3223.96123838,15.45,100.0,5.17,-167.241181168,3199.76275836,-0.424497390959,2.1951023889,-3223.96123838,524.485876286,524.485704501,171.414789674,3223.96123838,0.07,3.17052863205,1999-12-11T05:23:09.040000Z,Counts
4,75.19,4,-1.47191148443,-3.01917874612,3.5,1.2,1.0,58370934.7118,1999-12-11T05:23:09.040000Z,MV.MBBY..SHZ,5.96,7.6,2583.49533997,0,412.144817111,2.5,7253.42036182,21.03,100.0,5.39,-385.227441563,5409.41724002,1.62254251503,-3.49718549984,-7253.42036182,1041.00030016,1040.99903568,389.205965642,7253.42036182,-0.42,2.80759955306,1999-12-11T05:23:09.040000Z,Counts
5,75.19,5,-1.26594420061,-3.04971932454,3.9,1.3,1.0,88241462.1461,1999-12-11T05:23:09.040000Z,MV.MBBY..SHN,4.58,6.6,2469.80720038,0,495.94025109,2.6,8210.96801293,20.41,100.0,5.41,-472.637154604,7172.7546288,1.86286535331,-0.0281445145523,-8210.96801293,1279.93783981,1279.93648417,458.088061893,8210.96801293,-0.01,3.32453804964,1999-12-11T05:23:09.040000Z,Counts
6,75.19,6,-1.17017835796,-2.98187848914,4.1,1.3,1.0,76131404.8643,1999-12-11T05:23:09.040000Z,MV.MBBY..SHE,4.57,6.5,3134.27121541,0,432.772647753,2.5,6639.27102057,21.89,100.0,5.4,-417.495638405,6639.27102057,0.146750641005,4.74023078105,-6247.16573248,1188.8702316,1188.87022255,406.512171151,6639.27102057,-0.03,2.11828223031,1999-12-11T05:23:09.040000Z,Counts
7,75.19,7,-1.12631954309,-2.75811137972,3.9,1.5,1.0,34408104.9367,1999-12-11T05:23:09.040000Z,MV.MBGH..SHZ,3.12,5.0,2001.1829019,0,321.750885274,2.6,3970.45635593,16.68,100.0,5.34,-296.974878063,3970.45635593,-0.042858846586,1.90254135585,-3074.13341187,799.250483797,799.250482648,302.186394558,3970.45635593,0.27,1.98405470692,1999-12-11T05:23:09.040000Z,Counts
8,75.19,8,-2.43185476653,-3.79986927014,3.5,1.2,1.0,286240783.56,1999-12-11T05:23:09.040000Z,MV.MBGH..SHN,4.04,3.6,5751.42740118,0,970.897333347,2.3,12017.0003858,19.38,100.0,5.46,-759.370977908,10872.7371956,-1.46737104771,12.3536762123,-12017.0003858,2305.25135963,2305.25089261,774.3294426,12017.0003858,-0.13,2.0893944316,1999-12-11T05:23:09.040000Z,Counts
9,75.19,9,-2.15766118972,-3.82430727736,3.7,1.4,1.0,232484197.232,1999-12-11T05:23:09.040000Z,MV.MBGH..SHE,3.77,3.7,4745.94417446,0,871.94785416,2.5,11134.2351314,21.59,100.0,5.48,-736.993218402,11134.2351314,1.01519516224,-1.39467558778,-10677.5281358,2077.53930835,2077.53906031,710.907048615,11134.2351314,0.06,2.34605269722,1999-12-11T05:23:09.040000Z,Counts
10,75.19,10,-2.14750153572,-3.47107821713,3.1,1.2,1.0,6897931.29653,1999-12-11T05:23:09.040000Z,MV.MBWH..SHZ,6.02,3.7,1060.75128578,0,150.113041033,2.2,1972.57672683,18.07,100.0,5.08,-85.3933061849,1972.57672683,-0.131058237609,0.145762743971,-1761.15587753,357.859015686,357.858991687,89.2002507556,1972.57672683,0.17,1.85960342757,1999-12-11T05:23:09.040000Z,Counts
11,75.19,11,-1.62877733123,-3.02185233803,3.1,0.0,1.0,5603330.35259,1999-12-11T05:23:09.040000Z,MV.MBGB..SHZ,2.04,6.5,718.058660258,0,129.826841605,1.3,1752.75688594,19.38,100.0,5.2,-180.261599796,1199.29376226,1.60081043762,7.80141147037,-1752.75688594,322.534105465,322.530132846,174.406402101,1752.75688594,-0.15,2.44096615353,1999-12-11T05:23:09.040000Z,Counts
12,75.19,12,-2.69649177235,-3.94183810003,3.2,0.9,1.0,43045573.0852,1999-12-11T05:23:09.040000Z,MV.MBGB..SHN,3.03,5.2,1837.16721807,0,386.219490601,2.1,4183.16170011,25.43,100.0,5.39,-347.749823968,4023.62973419,1.23904512324,2.28276757113,-4183.16170011,893.957305617,893.956446944,416.678165641,4183.16170011,0.0,2.27696295632,1999-12-11T05:23:09.040000Z,Counts
13,75.19,13,-2.86792748433,-3.91348293723,3.0,0.9,1.0,50177594.4665,1999-12-11T05:23:09.040000Z,MV.MBGB..SHE,3.8,5.0,2309.90297304,0,433.469155191,2.1,4590.82523883,17.82,100.0,5.4,-414.893279705,4590.82523883,2.07140922857,17.9234583483,-4283.30653308,965.178078361,965.175855589,407.191136229,4590.82523883,0.13,1.9874537123,1999-12-11T05:23:09.040000Z,Counts
14,75.19,14,0.113806846835,-0.743372806203,2.9,0.2,1.0,463172.404818,1999-12-11T05:23:09.040000Z,MV.MBMH..SHZ,1.39,7.3,210.452853554,0,37.8026441792,1.6,452.17056241,18.98,100.0,4.71,-56.0982823946,341.562591897,-0.49591773372,-3.16972089866,-452.17056241,92.7307706841,92.7294446078,56.7802251208,452.17056241,-0.08,2.14855990202,1999-12-11T05:23:09.040000Z,Counts
15,75.19,15,-0.190621724062,-1.29929772446,3.0,0.7,1.0,574833.151404,1999-12-11T05:23:09.040000Z,MV.MBMH..SHN,1.44,7.3,224.367775845,0,45.598088352,1.9,510.190597321,16.77,100.0,4.75,-59.9269944694,366.341171499,-0.0575819272743,1.20594510142,-510.190597321,103.30549763,103.305481582,62.9555832963,510.190597321,-0.26,2.27390317259,1999-12-11T05:23:09.040000Z,Counts
16,75.19,16,1.86567795587,0.013498057024,17.9,16.0,1.0,105.641897496,1999-12-11T05:23:09.040000Z,MV.MBMH..SHE,0.52,14.9,2.71770804745,0,0.357423791999,17.0,5.52520461905,16.37,100.0,3.15,-0.883723649583,5.52520461905,8.8357131441e-05,-0.0188431567059,-5.10530596558,1.40045973692,1.40045973413,0.875451370503,5.52520461905,0.08,2.0330383259,1999-12-11T05:23:09.040000Z,Counts
17,75.19,17,-0.695685922193,-2.22412894567,3.9,1.5,1.0,84990663.8965,1999-12-11T05:23:09.040000Z,MV.MBLG..SHZ,9.01,5.1,2732.08672856,0,445.504434639,2.5,9245.42164533,17.89,100.0,5.33,-332.280702428,9245.42164533,0.153132088424,-2.21786450392,-7543.28328922,1256.14027863,1256.1402693,325.093840381,9245.42164533,0.09,3.38401469788,1999-12-11T05:23:09.040000Z,Counts
18,75.19,18,1.39185972549,-0.237212727934,4.0,0.0,1.0,142728.82041,1999-12-11T05:23:09.040000Z,MV.MBLG.E.BDF,1.06,13.7,87.5254370067,0,12.4458201365,1.3,230.987836744,37.96,100.0,4.68,-31.2775584255,226.195456471,-0.039917713265,-0.276336837192,-230.987836744,51.4764239615,51.4764084843,31.3234292774,230.987836744,-0.06,2.63909378397,1999-12-11T05:23:09.040000Z,Counts
0,75.19,0,-0.424499336322,-1.99678546184,4.3,2.1,1.0,127418519.357,1999-12-22T09:26:55.040000Z,MV.MBRY..SHZ,3.68,5.2,3301.11257525,0,600.266272571,3.2,8391.52360476,20.02,100.0,5.47,-671.272229791,7760.85430963,1.80076605575,13.5702735475,-8391.52360476,1510.32939252,1510.32831899,671.815832039,8391.52360476,-0.04,2.54202891101,1999-12-22T09:26:55.040000Z,Counts
1,75.19,1,-1.05702101455,-2.62698481314,4.1,1.3,1.0,674860731.145,1999-12-22T09:26:55.040000Z,MV.MBRY..SHN,3.44,4.2,8987.2200548,0,1332.78272198,2.6,18289.469191,16.07,100.0,5.54,-1514.70056129,18289.469191,-0.732313248218,22.6247430429,-16341.9127649,3475.86160524,3475.86152809,1274.02677587,18289.469191,0.32,2.03505300632,1999-12-22T09:26:55.040000Z,Counts
2,75.19,2,-0.670229566521,-2.27373510187,4.5,1.1,1.0,340100154.753,1999-12-22T09:26:55.040000Z,MV.MBRY..SHE,2.6,4.7,5622.99645781,0,894.935462002,2.5,10986.456025,20.23,100.0,5.52,-1077.30956435,10851.8928357,-0.0541339419823,-30.1616481052,-10986.456025,2467.50937837,2467.50937778,1068.34597284,10986.456025,0.02,1.95384366813,1999-12-22T09:26:55.040000Z,Counts
3,75.19,3,1.19301601454,-0.286786647342,9.3,1.5,1.0,16671856.5791,1999-12-22T09:26:55.040000Z,MV.MBSS..SHZ,1.89,9.2,1071.08828649,0,152.367242135,3.4,2453.29459168,26.39,100.0,5.25,-291.034403994,2178.55163959,-0.0458617438615,-1.44425712638,-2453.29459168,546.320352598,546.320350673,285.771517839,2453.29459168,-0.02,2.29046907021,1999-12-22T09:26:55.040000Z,Counts
4,75.19,4,-1.26724688684,-2.64592509562,1.9,0.0,1.0,7898708.44009,1999-12-22T09:26:55.040000Z,MV.MBGB..SHZ,0.32,5.3,851.865943788,0,184.436645195,0.6,1589.56158328,21.93,100.0,5.31,-239.16353272,1589.56158328,3.76969194875,0.0526811598973,-1219.73881657,376.039476021,376.020580486,254.070907293,1589.56158328,0.09,1.86597620773,1999-12-22T09:26:55.040000Z,Counts
5,75.19,5,-2.1308382024,-3.54611513986,3.0,0.0,1.0,34167063.5281,1999-12-22T09:26:55.040000Z,MV.MBGB..SHN,0.86,4.6,1784.70203077,0,348.534329172,1.5,3088.49740035,22.69,100.0,5.43,-504.351477065,2774.62137439,-3.86431165864,5.21597542358,-3088.49740035,782.094487453,782.084940655,479.050460484,3088.49740035,0.01,1.73053952262,1999-12-22T09:26:55.040000Z,Counts
6,75.19,6,-2.31905516633,-3.60174052245,3.0,0.5,1.0,42348643.9857,1999-12-22T09:26:55.040000Z,MV.MBGB..SHE,3.6,4.4,1867.40748801,0,376.352130698,1.8,5035.17890895,18.29,100.0,5.42,-406.821593175,3759.76272943,5.60554071,-5.27777015763,-5035.17890895,870.713246395,870.695202331,413.367866016,5035.17890895,-0.11,2.69634717719,1999-12-22T09:26:55.040000Z,Counts
