,id,starttime,Fs,calib,units,quality,medianF,peakF,peakA,bw_min,bw_max,snr,signal_level,noise_level,peakamp,peaktime,energy,sample_min,sample_max,sample_mean,sample_median,sample_lower_quartile,sample_upper_quartile,sample_rms,sample_stdev,percent_availability,num_gaps,skewness,kurtosis,bandratio_[1.0_6.0_11.0],bandratio_[0.8_4.0_16.0],lon,lat,elev,R,magA,Eseismic,magE
10,MV.MBWH..SHZ,2000-05-19T17:21:14.040000Z,75.0,461997556.108,m/s,5.22,5.0,2.3,2.98914781968e-07,1.2,3.5,2.80055380155,5.36136185677e-06,1.91439345097e-06,5.36136185677e-06,54.96,7.17962556654e-11,-5.36136185677e-06,5.27626375491e-06,8.52453691985e-09,1.96934927882e-09,-2.41443010062e-07,2.6677582643e-07,8.47326711873e-07,8.47283830203e-07,100.0,0,0.17,6.48,-1.97859943819,-0.479077396338,-62.1988888889,16.7419444444,407.0,3262.87991599,0.50103686538,24013.4107485,-0.779697433652
