,Unnamed: 0,Fs,bandratio_[0.8_4.0_16.0],bandratio_[1.0_6.0_11.0],bw_max,bw_min,calib,cft_peak_wmean,cft_std_wmean,coincidence_sum,day,detection_quality,energy,filetime,hour,kurtosis,mainclass,medianF,minute,month,noise_level,num_gaps,num_traces,offtime,ontime,path,peakA,peakF,peakamp,peaktime,percent_availability,quality,sample_lower_quartile,sample_max,sample_mean,sample_median,sample_min,sample_rms,sample_stdev,sample_upper_quartile,second,sfile,signal_level,skewness,snr,subclass,trigger_duration,year
374435,36982,100.0,-0.623039737883,-2.38678256798,4.05,1.65,1.0,4.37741012655,0.7837251333230001,10.0,20,34.3068633504,9.11234300045e-11,2006-10-20T17:41:21.000000Z,17,3.575,LV,5.1,41,10,2.38172557405e-06,0.0,20,2006-10-20T17:42:13.370000Z,2006-10-20T17:41:34.360000Z,./WAV/MVOE_/2006/10/2006-10-20-1741-21S.MVO___025,3.3722207889699997e-07,2.85,5.5774818652e-06,40.38,100.0,5.51,-4.18490571765e-07,5.42302819366e-06,1.4818534094e-09,2.51323015577e-09,-5.02741231569e-06,1.0219406060399999e-06,1.02192673942e-06,4.14761040885e-07,21.0,20-1741-21L.S200610,5.5774818652e-06,0.02,2.2389319523,r,39.0099999905,2006
374436,36983,100.0,-0.623039737883,-2.38678256798,4.05,1.65,1.0,4.37741012655,0.7837251333230001,10.0,20,34.3068633504,9.11234300043e-11,2006-10-20T17:41:21.000000Z,17,3.575,LV,5.1,41,10,2.38172557405e-06,0.0,20,2006-10-20T17:42:13.370000Z,2006-10-20T17:41:34.360000Z,./WAV/MVOE_/2006/10/2006-10-20-1741-21S.MVO___025,3.3722207889699997e-07,2.85,5.5774818652e-06,40.38,100.0,5.51,-4.18490571765e-07,5.423028193669999e-06,1.4818534094e-09,2.51323015577e-09,-5.0274123157e-06,1.0219406060399999e-06,1.02192673942e-06,4.14761040885e-07,21.0,20-1741-22L.S200610,5.5774818652e-06,0.02,2.23893195231,r,39.0099999905,2006
