,Unnamed: 0,Fs,bandratio_[0.8_4.0_16.0],bandratio_[1.0_6.0_11.0],bw_max,bw_min,calib,cft_peak_wmean,cft_std_wmean,coincidence_sum,day,detection_quality,energy,filetime,hour,kurtosis,mainclass,medianF,minute,month,noise_level,num_gaps,num_traces,offtime,ontime,path,peakA,peakF,peakamp,peaktime,percent_availability,quality,sample_lower_quartile,sample_max,sample_mean,sample_median,sample_min,sample_rms,sample_stdev,sample_upper_quartile,second,sfile,signal_level,skewness,snr,subclass,trigger_duration,year
396123,4723,100.0,0.369841446273,-1.05909234443,2.75,0.15,1.0,6.62541198365,1.41908471962,23.0,7,216.246480865,5.9615934311899995e-12,2008-04-07T15:55:44.000000Z,15,7.915,LV,8.5,55,4,7.71821378993e-07,0.0,31,2008-04-07T15:56:51.990000Z,2008-04-07T15:55:53.290000Z,./WAV/MVOE_/2008/04/2008-04-07-1555-44S.MVO___031,8.31143143267e-08,1.0,2.28526100245e-06,19.93,100.0,5.07,-1.41327538854e-07,1.9071713831e-06,-1.02888537201e-09,-2.36068930036e-09,-2.28526100245e-06,3.07426280961e-07,3.07415695985e-07,1.36471560724e-07,44.0,07-1933-21L.S200804,2.28526100245e-06,-0.035,3.05710342868,t,58.7000000477,2008
396193,4722,100.0,0.369841446273,-1.05909234443,2.75,0.15,1.0,6.62541198365,1.41908471962,23.0,7,216.246480865,5.9615934311899995e-12,2008-04-07T15:55:44.000000Z,15,7.915,LV,8.5,55,4,7.71821378993e-07,0.0,31,2008-04-07T15:56:51.990000Z,2008-04-07T15:55:53.290000Z,./WAV/MVOE_/2008/04/2008-04-07-1555-44S.MVO___031,8.31143143267e-08,1.0,2.28526100245e-06,19.93,100.0,5.07,-1.41327538854e-07,1.9071713831e-06,-1.02888537201e-09,-2.36068930036e-09,-2.28526100245e-06,3.07426280961e-07,3.07415695985e-07,1.36471560724e-07,44.0,07-1555-44L.S200804,2.28526100245e-06,-0.035,3.05710342868,t,58.7000000477,2008
