,Unnamed: 0,Fs,bandratio_[0.8_4.0_16.0],bandratio_[1.0_6.0_11.0],bw_max,bw_min,calib,cft_peak_wmean,cft_std_wmean,coincidence_sum,day,detection_quality,energy,filetime,hour,kurtosis,mainclass,medianF,minute,month,noise_level,num_gaps,num_traces,offtime,ontime,path,peakA,peakF,peakamp,peaktime,percent_availability,quality,sample_lower_quartile,sample_max,sample_mean,sample_median,sample_min,sample_rms,sample_stdev,sample_upper_quartile,second,sfile,signal_level,skewness,snr,subclass,trigger_duration,year
226392,42281,75.0,-1.99830270033,-2.89999451309,2.85,0.55,1.0,5.68276816136,1.24239293219,12.0,9,84.7227719874,1.76656311968e-10,2001-12-09T17:50:57.000000Z,17,6.22,LV,4.6,50,12,4.0467903992e-06,0.0,13,2001-12-09T17:51:40.760000Z,2001-12-09T17:51:12.186667Z,./WAV/MVOE_/2001/12/2001-12-09-1750-57S.MVO___015,6.35692711614e-07,1.8,9.58934288999e-06,23.36,100.0,5.465,-5.52130608642e-07,8.86043034464e-06,-2.30574553587e-09,-1.37901340344e-09,-8.84667009062e-06,1.63518518451e-06,1.6351283097200001e-06,5.57941659113e-07,57.0,09-1750-57L.S200112,9.58934288999e-06,0.13,2.34129677686,l,28.5733333826,2001
226391,42280,75.0,-1.99830270033,-2.89999451309,2.85,0.55,1.0,5.68276816136,1.24239293219,12.0,9,84.7227719874,1.76656311968e-10,2001-12-09T17:50:57.000000Z,17,6.22,LV,4.6,50,12,4.0467903992e-06,0.0,13,2001-12-09T17:51:40.760000Z,2001-12-09T17:51:12.186667Z,./WAV/MVOE_/2001/12/2001-12-09-1750-57S.MVO___015,6.35692711614e-07,1.8,9.58934288999e-06,23.36,100.0,5.465,-5.52130608642e-07,8.86043034464e-06,-2.30574553587e-09,-1.37901340344e-09,-8.84667009062e-06,1.6351851845200002e-06,1.6351283097200001e-06,5.57941659113e-07,57.0,09-1750-04L.S200112,9.58934288999e-06,0.13,2.34129677686,l,28.5733333826,2001
