,Unnamed: 0,Fs,bandratio_[0.8_4.0_16.0],bandratio_[1.0_6.0_11.0],bw_max,bw_min,calib,cft_peak_wmean,cft_std_wmean,coincidence_sum,day,detection_quality,energy,filetime,hour,kurtosis,mainclass,medianF,minute,month,noise_level,num_gaps,num_traces,offtime,ontime,path,peakA,peakF,peakamp,peaktime,percent_availability,quality,sample_lower_quartile,sample_max,sample_mean,sample_median,sample_min,sample_rms,sample_stdev,sample_upper_quartile,second,sfile,signal_level,skewness,snr,subclass,trigger_duration,year
231815,45748,75.0,-1.4834373554799998,-2.59314795641,2.85,0.2,1.0,7.122939250860001,1.4722539125799998,11.0,25,115.354526993,4.69250011382e-10,2002-01-25T20:49:59.000000Z,20,6.2,LV,4.2,49,1,6.55680803895e-06,0.0,12,2002-01-25T20:50:38.120000Z,2002-01-25T20:50:17.960000Z,./WAV/MVOE_/2002/01/2002-01-25-2049-59S.MVO___014,9.46561756439e-07,1.55,1.45951250447e-05,24.64,100.0,5.56,-8.712908576360001e-07,1.34158951976e-05,1.9106947134e-10,1.6628754228900001e-09,-1.35961811362e-05,2.60745209675e-06,2.60743375204e-06,8.649096316309998e-07,59.0,25-2049-59L.S200201,1.45951250447e-05,-0.075,2.5741723722,e,20.1599999666,2002
231814,45747,75.0,-1.4834373554799998,-2.59314795641,2.85,0.2,1.0,7.122939250860001,1.4722539125799998,11.0,25,115.354526993,4.69250011382e-10,2002-01-25T20:49:59.000000Z,20,6.2,LV,4.2,49,1,6.55680803895e-06,0.0,12,2002-01-25T20:50:38.120000Z,2002-01-25T20:50:17.960000Z,./WAV/MVOE_/2002/01/2002-01-25-2049-59S.MVO___014,9.465617564370001e-07,1.55,1.45951250447e-05,24.64,100.0,5.56,-8.712908576360001e-07,1.34158951976e-05,1.91069471341e-10,1.6628754228900001e-09,-1.35961811362e-05,2.60745209674e-06,2.60743375204e-06,8.649096316309998e-07,59.0,25-2049-08L.S200201,1.45951250447e-05,-0.075,2.5741723722,h,20.1599999666,2002
