,Unnamed: 0,D,Fs,R,RSAM_high,RSAM_low,band_ratio,bw_max,bw_min,calib,cft_peak_wmean,cft_std_wmean,checked,coincidence_sum,day,delete,detection_quality,e,energy,filetime,h,hour,ignore,kurtosis,l,medianF,minute,month,class,num_gaps,num_traces,offtime,ontime,path,peakA,peakF,peakamp,peaktime,percent_availability,quality,r,sample_lower_quartile,sample_max,sample_mean,sample_median,sample_min,sample_rms,sample_stdev,sample_upper_quartile,second,sfile,skewness,split,starttime,subclass,t,trigger_duration,length,weight,year,f0,f1,predicted_class
208,43,0.0,75.19,0.0,95.691861985,306.156314878,-2.15444772863,4.4,0.0,1.0,,,True,,7.0,False,,0.0,7747621.59694,1901-03-07T02:20:45.040000Z,0.0,2.0,False,4.53431911106,50.0,6.41144786322,20.0,3.0,l,0.0,7.0,,,eventFiles/MVOE_/2001/03/2001-03-07-0220-45S.MVO___019.pickle,178.908921555,3.08396484375,1754.87569096,14.8822981779,100.0,11.82,0.0,-261.867805976,1536.31966246,0.00191122170954,-3.28432316797,-1754.87569096,375.796098121,375.796098121,230.696739243,45.0,07-0220-45L.S200103,0.0269395231135,False,-2171828354.96,h,0.0,,54.8610187525,5.0,1901.0,,,l
212,143,0.0,75.19,0.0,84.7582724417,306.476098453,-1.7955821325,1.4,0.0,1.0,,,True,,24.0,False,,0.0,4515642.36047,1996-10-24T02:42:09.040000Z,0.0,2.0,False,0.830488064192,60.0,6.30332107355,42.0,10.0,l,0.0,8.0,,,eventFiles/MVOE_/1996/10/9610-24-0242-09S.MVO_21_1.pickle,210.189307053,0.0,1647.19990323,13.8914749302,100.0,9.63,0.0,-238.333788374,1582.72479003,0.0331006981631,-3.3304436043,-1489.70876097,372.824906066,372.824880605,252.591687973,9.04,24-0242-09L.S199610,0.081152568707,False,,t,0.0,,31.9191381833,6.0,1996.0,,,l
214,457,0.0,75.19,0.0,90.9024567996,305.413154591,-1.79165351869,2.8,0.0,1.0,,,True,,1.0,False,,0.0,4872963.05097,1997-04-01T00:29:33.040000Z,0.0,0.0,False,1.53667517237,100.0,5.79710825258,29.0,4.0,l,0.0,8.0,,,eventFiles/MVOE_/1997/04/9704-01-0029-33S.MVO_18_1.pickle,172.558626556,1.4685546875,1558.6634725,13.3594892938,100.0,9.12,0.0,-203.098267415,1456.39209169,0.00803127474012,1.35413970721,-1389.3250376,384.124509063,384.124507251,202.923893281,33.04,01-0029-33L.S199704,0.0940001177209,False,,l,0.0,,32.9166112515,5.0,1997.0,,,l
215,460,0.0,75.19,0.0,96.7322353844,226.11852809,-1.48192584622,2.7,0.2,1.0,,,True,,1.0,False,,0.0,5644511.88401,1997-04-01T01:06:33.040000Z,0.0,1.0,False,1.38378346008,100.0,6.48838693242,6.0,4.0,l,0.0,8.0,,,eventFiles/MVOE_/1997/04/9704-01-0106-33S.MVO_18_1.pickle,175.992767517,1.54198242188,1901.97561226,14.9155472802,100.0,9.495,0.0,-190.486036351,1357.7697262,0.00278860180022,-1.64781820966,-1901.97561226,371.315446023,371.315445792,189.921189502,33.04,01-0106-33L.S199704,0.0372135054911,False,,l,0.0,,40.8963957973,3.0,1997.0,,,l
219,467,0.0,75.19,0.0,77.2562639267,218.319266032,-1.62558262687,2.65,0.0,1.0,,,True,,1.0,False,,0.0,3592845.75537,1997-04-01T02:22:33.040000Z,0.0,2.0,False,0.469121299685,100.0,6.35962225204,22.0,4.0,l,0.0,8.0,,,eventFiles/MVOE_/1997/04/9704-01-0222-33S.MVO_18_1.pickle,154.282010619,1.24827148438,1431.4554167,12.4750631733,100.0,9.355,0.0,-187.608692792,1150.86662849,0.00118461251625,0.111658928044,-1361.25538131,340.191031749,340.191031381,186.278642534,33.04,01-0222-33L.S199704,-0.00528042795082,False,,l,0.0,,30.921665115,3.0,1997.0,,,l
220,478,0.0,75.19,0.0,112.735803624,579.270320881,-2.60991363331,3.1,0.9,1.0,,,True,,1.0,False,,0.0,25905925.6443,1997-04-01T03:48:40.040000Z,0.0,3.0,False,4.66518038412,100.0,4.89461265744,48.0,4.0,l,0.0,8.0,,,eventFiles/MVOE_/1997/04/9704-01-0348-40S.MVO_18_1.pickle,292.780942011,2.0559765625,4563.9237723,14.3702620029,100.0,11.465,0.0,-298.508040745,4412.75903129,-0.0157762486028,0.07550843337,-3544.41505945,739.384577626,739.384576058,300.458050719,40.04,01-0348-40L.S199704,-0.0209778813723,False,,l,0.0,,46.8812342067,8.0,1997.0,,,l
221,483,0.0,75.19,0.0,102.894121424,459.071017234,-2.30035624157,2.75,0.55,1.0,,,True,,1.0,False,,0.0,22830826.9184,1997-04-01T04:21:27.040000Z,0.0,4.0,False,4.94430554183,100.0,5.31119729295,21.0,4.0,l,0.0,8.0,,,eventFiles/MVOE_/1997/04/9704-01-0421-27S.MVO_18_1.pickle,280.62216514,1.68883789062,3577.60341965,14.1175688257,100.0,9.775,0.0,-247.852245091,3498.25438117,-0.00410239290315,-3.20519226068,-3404.27076908,700.16391343,700.163913233,260.33257515,27.04,01-0421-27L.S199704,-0.0105691329592,False,,l,0.0,,44.8862880702,8.0,1997.0,,,l
222,488,0.0,75.19,0.0,78.3252248708,397.875202778,-2.30940659265,3.0,0.8,1.0,,,True,,1.0,False,,0.0,12436470.2434,1997-04-01T04:54:44.040000Z,0.0,4.0,False,3.55783294434,100.0,5.52131133783,54.0,4.0,l,0.0,8.0,,,eventFiles/MVOE_/1997/04/9704-01-0454-44S.MVO_18_1.pickle,216.794423676,2.0559765625,2543.9897061,16.3785077803,100.0,11.34,0.0,-231.9649383,2207.20900669,-0.00231419587281,-2.43226426648,-2437.06798098,514.297080069,514.297079962,227.429520921,44.04,01-0454-44L.S199704,0.0734110440788,False,,l,0.0,,45.8837611384,7.0,1997.0,,,l
223,491,0.0,75.19,0.0,104.801612445,478.688790217,-2.492171731,3.05,0.6,1.0,,,True,,1.0,False,,0.0,15113257.7967,1997-04-01T05:21:13.040000Z,0.0,5.0,False,4.20237937986,80.0,5.28686007542,21.0,4.0,l,0.0,8.0,,,eventFiles/MVOE_/1997/04/9704-01-0521-13S.MVO_18_1.pickle,227.572212888,1.90912109375,2976.81998128,16.8439952121,100.0,11.445,0.0,-266.067815261,2353.41362882,-0.00157582220974,0.706288026251,-2976.81998128,568.445995431,568.445994892,261.542196722,13.04,01-0521-13L.S199704,0.0351528810969,False,,l,0.0,,45.8837611384,6.0,1997.0,,,l
224,497,0.0,75.19,0.0,87.9667218221,597.317380899,-2.99256548411,3.15,0.8,1.0,7.34072876081,1.61495417051,True,8.0,1.0,False,94.8395242146,0.0,28947846.1306,1997-04-01T06:07:06.040000Z,0.0,6.0,False,5.80108696225,80.0,4.53915410004,7.0,4.0,l,0.0,8.0,1997-04-01T06:07:39.555095Z,1997-04-01T06:07:16.865908Z,eventFiles/MVOE_/1997/04/9704-01-0607-06S.MVO_18_1.pickle,295.539227255,1.90912109375,4446.82099286,16.125814603,100.0,10.65,0.0,-251.964509884,3638.80434714,0.00193398784928,-2.95851631485,-4420.25795435,749.000514389,749.000514272,230.762173459,6.04,01-0607-06L.S199704,0.0938004926839,False,,l,0.0,22.6891874075,50.8711264796,8.0,1997.0,,,l
