,Date,Age,Miles,Mins,Pace,Mins25,Pace25,Description,Age.1,comments,eq_100m,eq25_100m,eq_200m,eq25_200m,eq_400m,eq25_400m,eq_800m,eq25_800m,eq_1Mi,eq25_1Mi,eq_5k,eq25_5k,eq_5Mi,eq25_5Mi,eq_10k,eq25_10k,eq_15k,eq25_15k,eq_20k,eq25_20k,eq_HMa,eq25_HMa,eq_16.3,eq25_16.3,eq_Mar,eq25_Mar
10,1986-06-01,14,4.0,32.5,8.12,27.08,6.77, barrow,14.87, Steve Warriner 28m30s; Jason Cramphorn 29m00s; Wayne Morley 32m15s,0.27008387547513457,0.22504219531897363,0.7174817784225506,0.597827894144082,1.6201447588809106,1.34995446370754,3.455945932026712,2.879600487362565,7.2850748701487165,6.070148537957761,24.67453862860034,20.55958480192299,,,,,,,,,,,,,,
11,1986-07-01,14,0.932,6.05,6.49,5.23,5.61, Humphries with Stub 1500m,14.95, ,0.24176740991922122,0.20899893452521107,0.642258672156186,0.555208736425926,1.4502835512107455,1.2537161938565617,3.0936134019000003,2.674313734204463,6.521284098597055,5.637407576142578,,,,,,,,,,,,,,,,
12,1986-09-07,15,9.0,66.5,7.39,57.08,6.34, sileby,15.14, Neil D 85m,0.23101443889003717,0.19829028829839584,0.6136932468275814,0.5267610605852383,1.3857799979175958,1.1894785305434041,2.9560202693217064,2.537287774028316,6.231240130269305,5.348559197530405,21.10520180491651,18.11556269209977,35.46187292295741,30.438551976577585,44.89877120755501,38.538674594394585,68.96685455311845,59.197414404391,,,,,,,,
13,1986-10-04,15,6.215,42.5,6.84,37.0,5.95, shepshed,15.21, ,0.218672212819368,0.1903734558662733,0.5809059421604719,0.505729879057352,1.3117430238622565,1.1419880443036114,2.798091307786903,2.4359853738380095,5.89832858258454,5.135015471897129,19.977630847902148,17.392290385232457,33.56727943084752,29.223278563326076,42.5,37.0,,,,,,,,,,
14,1987-06-06,15,4.0,28.0,7.0,25.08,6.27, Barrow,15.89, Steve Warriner 27m30s; John Warriner 29m00s,0.23268764656319285,0.20842164913588843,0.6181381475640435,0.5536751693180789,1.3958170230358613,1.2502532477764072,2.977430341438398,2.666926891545536,6.276372195820433,5.621836238256301,21.25806404925568,19.041151655547587,,,,,,,,,,,,,,
15,1987-07-04,15,3.108,21.33,6.87,19.22,6.18, loughborough,15.96, Steve Warriner 21m30s; John Warriner 22m10s,0.23343413087748577,0.21034242829185545,0.6201211940989069,0.5587777473315044,1.4002949380808112,1.2617753731792403,2.9869822238851524,2.6915048449635552,6.296507400521004,5.673646143366794,21.326261960057504,19.216631733347647,,,,,,,,,,,,,,
16,1987-08-01,16,3.85,25.42,6.6,23.05,5.99, thringstone,16.04, Steve Warriner 25m36s; John Warriner 26m30s,0.2202505247845906,0.19971575909853712,0.585098751056306,0.5305478446832358,1.3212108006920873,1.1980294632554136,2.8182871110575882,2.5555278485396307,5.940900990192623,5.387008962389456,20.12182353428654,18.245791993127646,,,,,,,,,,,,,,
17,1987-09-06,16,5.0,31.5,6.3,28.78,5.76, Leicester,16.14, John Warriner 34m30s,0.20520503361020154,0.1874857418190984,0.5451301829733317,0.49805862431658693,1.2309578241747254,1.124665593007892,2.625767643066391,2.399034691030182,5.535073246974842,5.05712406501384,18.747285522657233,17.128472296573815,31.5,28.78,,,,,,,,,,,,
18,1987-10-04,16,3.0,21.5,7.17,19.48,6.49, melton,16.21, John Warriner 21m45s,0.2445337934461535,0.22155899052702652,0.6496076105895171,0.5885747095015718,1.4668781804322388,1.3290598583637214,3.1290115606368314,2.835030009358394,6.59590281131285,5.976194733226713,22.34031380722243,20.241363393706646,,,,,,,,,,,,,,
19,1987-11-01,16,6.215,48.5,7.8,43.72,7.03, shepshed,16.29, ,0.24954358404092583,0.2249493916344181,0.6629161928184208,0.5975813597942549,1.4969302742898691,1.3493977647825377,3.1931159630038777,2.878412987681021,6.731033794243534,6.0676453089552025,22.79800226172363,20.551106368712517,38.30618946814364,34.53085780509773,48.5,43.72,,,,,,,,,,
20,1988-06-04,16,4.0,27.5,6.88,25.58,6.4, barrow,16.88, Philip Bacon 26m30s; Steve Warriner 26m45s; John Warriner 27m15s; James Longstaff 28m00s; Andy Neal 28m00s; Jason Tuckwood 32m30s,0.22853251001742153,0.21257678568165975,0.6070999663575427,0.5647133505245797,1.370891719053078,1.2751785517591905,2.924261942484141,2.7200952904997937,6.164294120895067,5.733914313181667,20.87845576266183,19.420759942141437,,,,,,,,,,,,,,
21,1988-07-02,16,3.108,21.0,6.76,19.6,6.31, loughborough,16.96, Steve Warriner 21m03s; John Warriner 21m07s,0.2298226323688327,0.21450112354424386,0.6105271953153796,0.5698253822943542,1.3786307407265372,1.2867220246781015,2.940770121968505,2.744718780503938,6.199093080681721,5.785820208636273,20.996319791899094,19.59656513910582,,,,,,,,,,,,,,
22,1988-08-07,17,4.5,27.67,6.15,26.03,5.79, thringstone,17.05, John Warriner 29m10s,0.2021982335107033,0.19021395078726444,0.5371425743870957,0.5053061514743803,1.2129210146331164,1.141031225547525,2.5872931560056665,2.4339443748040295,5.453969686809023,5.1307130808687695,18.47258787522075,17.377718192699533,,,,,,,,,,,,,,
23,1988-09-03,17,6.215,51.5,8.29,47.6,7.66, Leicester (Run the World),17.13, ,0.26497926965170476,0.24491287835769215,0.7039213181473953,0.6506146552197285,1.5895238995036753,1.4691521867257271,3.390628290612365,3.1338622647213312,7.147386400073031,6.606128012494684,24.20818796863437,22.374946549650407,40.675644486791704,37.59535296254922,51.5,47.6,,,,,,,,,,
24,1988-09-11,17,9.0,59.5,6.61,55.87,6.21, sileby,17.15, John Warriner 67m20s,0.2066971295331912,0.19408686768099814,0.549093957687836,0.5155946120339394,1.2399084191894278,1.164263586220392,2.6448602409720534,2.483501540556447,5.575320116556747,5.235178738017234,18.8836016149253,17.731543230687,31.729044194225057,29.793305867753844,40.17258476465448,37.72171950926463,61.7071856527902,57.942528780191395,,,,,,,,
25,1988-10-18,17,13.112,97.08,7.4,90.73,6.92, Bellshire Half M in Melton,17.25, ,0.23110055274944735,0.2159842722595525,0.6139220095587431,0.5737653886203622,1.386296566771419,1.2956189483227323,2.9571221671732393,2.763696891508323,6.233562912079426,5.825825741789929,21.11306906373282,19.732063825221246,35.47509183149829,33.15466709797939,44.915507851766655,41.9775857786443,68.99256291163269,64.47976136147953,92.1523531219086,86.12467036208042,97.08,90.73,,,,
